eng,xho,source
"Agreement between the Government of the Republic of South Africa and the International Centre for Genetic Engineering and Biotechnology (ICGEB) on the Establishment of an International Centre for Genetic Engineering and Biotechnology (ICGEB) Component in the Republic of South Africa (Tabled on 18 September 2019) (NA: Referred to Portfolio Committee on Higher Education, Science and Technology on 19 September 2019 - reported on 5 December 2019 – approved on 10 March 2020) (NCOP: Referred to Select Committee on Education and Technology, Sports, Arts and Culture on 19 November 2019 – reported on 26 May 2020).","IsiVumelwano phakathi kukaRhulumente weRiphabhlikhi yoMzantsi Afrika kunye ne-International Centre for Genetic Engineering and Biotechnology (i-ICGEB) esimalunga nokuSekwa kweCandelo le-International Centre for Genetic Engineering and Biotechnology kwiRiphabhlikhi yoMzantsi Afrika (Sithiwe thaca ngowe-18 kweyoMsintsi 2019). (e-NA: Sithunyelwe kwiKomiti yeMicimbi yeSebe leMfundo ePhakamileyo, ezeNzululwazi noBuchwepheshe ngowe-19 kweyoMsintsi 2019 – kwenziwa ingxelo ngomhla wesi-5 kweyoMnga 2019) – saza savunywa ngomhla we-10 kweyoKwindla 2020 (e-NCOP: Sathunyelwa kwiKomiti eKhethekileyo yezeMfundo noBuchwepheshe, iMidlalo neNkcubeko ngomhla we-19 kweyeNkanga 2019 – kwanikwa ingxelo ngaso ngomhla wama-26 kuCanzibe 2020).",June
"Ratification of the Agreement between the Government of the Republic of India, the Government of the Federative Republic of Brazil and the Government of the Republic of South Africa on the IBSA Fund for the Alleviation of Poverty and Hunger (signed 17 October 2017) (Tabled on 18 October 2019) (NA: Referred to Portfolio Committee on International Relations and Cooperation on 22 October 2019) (NCOP: Referred to Select Committee on Security and Justice on 24 October 2019).","Ukuqinisekiswa kwesiVumelwano esiphakathi koRhulumente weRiphabhliki yase-India, uRhulumente we-Federative Republic of Brazil kunye noRhulumente weRiphabhliki yoMzantsi Afrika kwiNgxowa ye-IBSA yokuPheliswa kweNtlupheko kunye neNdlala (sityikitywe ngomhla we-17 kweyeDwarha 2017) (Sithiwe thaca ngomhla we-18 kweyeDwarha 2019). (e-NA: Sithunyelwe kwiKomiti yeMicimbi yeSebe loBudlelwane baMazwe ngaMazwe neNtsebenziswano ngomhla we-22 kweyeDwarha 2019) (e-NCOP: Sithunyelwe kwiKomiti eKhethekileyo yoKhuseleko noBulungisa ngomhla wama-24 kweyeDwarha 2019).",June
Agreement between the Government of the Republic of South Africa and the European Atomic Energy Community (EURATOM) for Co-operation in the Peaceful Uses of Nuclear Energy (Tabled on 14 November 2019) (NA: Referred to Portfolio Committee on Mineral Resources and Energy on 18 November 2019).,IsiVumelwano phakathi kukaRhulumente weRiphabhlikhi yoMzantsi Afrika kunye ne-European Atomic Energy Community (i-EURATOM) sokuBambisana ngokuSebenziswa iNyukliya kumaPhulo oXolo (Sithiwe thaca ngomhla we-14 kweyeNkanga 2019) (e-NA: Sithunyelwe kwiKomiti yeMicimbi yeSebe lemiThombo yeziMbiwa nezaMandla ngomhla we-18 kweyeNkanga 2019).,June
Treaty between the Government of the Republic of South Africa and the Government of the United Mexican States on Mutual Legal Assistance in Criminal Matters (Tabled on 5 March 2020) (NA: Referred to Portfolio Committee on Justice and Correctional Services on 9 March 2020 – reported on 29 May 2020 – approved on 17 June 2020) (NCOP: Referred to Select Committee on Security and Justice on 10 March 2020 – reported on 1 June 2020).,IsiVumelwano phakathi kukaRhulumente weRiphabhlikhi yoMzantsi Afrika kunye noRhulumente we-United Mexican States ngokuNcedisana ngezoMthetho kwiMiba eNxulumente noLwaphulo-mthetho (Sithiwe thaca ngomhla wesi-5 kweyoKwindla 2020) (e-NA: Sithunyelwe kwiKomiti yeMicimbi yezoBulungisa neeNkonzo zoLuleko ngomhla we-9 kweyoKwindla 2020) (e-NCOP: Sithunyelwe yiKomiti eKhethekileyo yoKhuseleko nezoBulungisa ngomhla we-10 kweyoKwindla 2020) – kunikwe ingxelo ngaso ngomhla woku-1 kweyeSilimela 2020.,June
Treaty between the Government of the Republic of South Africa and the Government of the United Mexican States on Extradition (Tabled on 5 March 2020) (NA: Referred to Portfolio Committee on Justice and Correctional Services on 9 March 2020 – reported on 29 May 202 0– approved on 17 June 2020) (NCOP: Referred to Select Committee on Security and Justice on 10 March 2020 – reported on 1 June 2020).,IsiVumelwano phakathi kukaRhulumente weRiphabhlikhi yoMzantsi Afrika noRhulumente weRiphabhlikhi ye-United Mexican States ngokuBuyiselwa koMntu Onetyala kwiLizwe Lakubo (Sithiwe thaca ngomhla wesi-5 kweyoKwindla 2020) (e-NA: Sithunyelwe kwiKomiti yeMicimbi yezoBulungisa neeNkonzo zoLuleko ngomhla we-9 kweyoKwindla 2020) (e-NCOP: Sithunyelwe yiKomiti eKhethekileyo yoKhuseleko nezoBulungisa ngomhla we-10 kweyoKwindla 2020 – kunikwe ingxelo ngaso ngomhla woku-1 kweyoKwindla 2020 ).,June
African Charter on Statistics (Tabled on 5 March 2020) (NA: Referred to Portfolio Committee on Public Service and Administration on 9 March 2020).,UMqulu wase-Afrika wezeNkcukacha-manani (Uthiwe thaca ngomhla wesi-5 kweyoKwindla 2020) (e-NA: Uthunyelwe kwiKomiti yeMicimbi yezaBasebenzi bakaRhulumente noLawulo ngomhla we-9 kweyoKwindla 2020).,June
Treaty of Amity and Cooperation (TAC) in South East Asia (Tabled on 18 March 2020) (NA: Referred to Portfolio Committee on International Relations and Cooperation on 26 March 2020 – reported on 11 June 2020 – approved on 17 June 2020).,IsiVumelwano soBuhlobo kunye neNtsebenziswano (i-TAC) noMzantsi-Mpuma Asia (sithiwe thaca ngomhla we-18 kweyoKwindla 2020) (e-NA: Sithunyelwe kwiKomiti yeMicimbi yoBudlelwane naMazwe ngaMazwe neNtsebenziswano ngomhla wama-26 kweyoKwindla 2020 – kunikwe ingxelo ngaso ngomhla we-11 kweyeSilimela 2020 - sivunywe ngomhla we-17 kweyeSilimela 2020).,June
MOTIONS:,IZIPHAKAMISO:,June
"Draft resolution (Chief Whip of the Majority Party): That the House, notwithstanding Rule 27 on the election of temporary presiding officer, elects Mr Q R Dyantyi and Ms T Mahambehlala to act as temporary presiding officers in the chamber during hybrid sittings of the National Assembly, as and when necessary, for the duration of the 2020 annual session.","Isisombululo esiyilwayo (uMbhexeshi oyiNtloko weQela elisisiNinzi): Ukuba le Ndlu, ingekuba idelela uMgaqo 27 omalunga nokonyulwa kwegosa elongameleyo lethutyana, yonyule uMnu Q R Dyantyi kunye noNks T Mahambehlala ukuba babambele njengamagosa ongameleyo ethutyana kwiNdlu yoWiso-mthetho ngethuba lezi ndibano zingafaniyo nezesiqhelo zeNdlu yoWiso-mthetho yeSizwe, xa kukho imfuneko, ide iphele leseshoni yonyaka wama-2020.",June
Draft resolution (Chief Whip of the Majority Party): That the House –,Isisombululo esiyilwayo (uMbhexeshi oyiNtloko weQela elisisiNinzi): Ukuba le Ndlu –,June
notes that –,iqaphele ukuba –,June
on 25 July 2019 an Ad Hoc Committee to initiate and introduce legislation amending section 25 of the Constitution was established and mandated to complete its task and report to the House by 31 March 2020;,ngomhla wama-25 kweyeKhala 2019 iKomiti yeThutyana eza kusungula ize ingenise umthetho owenza izilungiso kwicandelo 25 loMgaqo-siseko yasekwa yaze yagunyaziswa ukuba igqibezele umsebenzi wayo ize inike ingxelo kule Ndlu ngomhla wama-31 kweyoKwindla 2020;,June
"on 5 March 2020, the Assembly extended the deadline for reporting to 29 May 2020;","ngomhla wesi-5 kweyoKwindla 2020, iNdlu yoWiso-mthetho yaye yalandisa ixesha ebelisekelwe ukunika ingxelo laya kutsho kumhla wama-29 kuCanzibe 2020;",June
the Ad Hoc Committee ceased to exist on 29 May 2020 before it could complete its mandate;,le Komiti yeThutyana ibhangiswe ngomhla wama-29 kuCanzibe 2020 phambi kokuba iwugqibe umsebenzi wayo ibiwugunyazisiwe.,June
"re-establishes the Ad Hoc to initiate and introduce legislation amending section 25 of the Constitution with the same composition and powers as its predecessor (Minutes of Proceedings, 25 July 2019, p 68);","iphinde iseke iKomiti yeThutyana eza kusungula ize ingenise umthetho oza kwenza izilungiso kwicandelo 25 loMgaqo-siseko eyakheke ngolwaa hlobo lunye futhi nenamagunya afanayo nawale yangaphambili (Imizuzu yeNtlanganiso, owama-25 kweyeKhala 2019, iphepha 68);",June
instructs the Committee to incorporate in its work the proceedings and all the work of the previous committee up to and including 29 May 2020; and,"iyalele le Komiti ukuba kumsebenzi wayo ifake iingxelo kunye nawo wonke omnye umsebenzi wala komiti yangaphambili uza kutsho kumhla wama-29 kuCanzibe 2020, kuquka nomsebenzi walo mhla; ize",June
sets the deadline by which the Committee is to report to 31 December 2020.,ibeke umhla wama-31 kweyoMnga 2020 njengomhla ekufuneka le Komiti inike ngawo ingxelo.,June
ORDERS OF THE DAY:,IMIBA YOSUKU:,June
Debate in terms of Rule 130: The scourge of gender-based violence against women and femicide – (Ms N V Mente).,Ingxoxo-mpikiswano ngokoMgaqo 130: Ukwanda ngokugqithisileyo kobundlobongela obusekelwe kwisini obenziwa kumanina kunye nokubalawa kwamanina – (uNks N V Mente).,June
"Consideration of Report of Portfolio Committee on Justice and Correctional Services on Notices determining remuneration of Public Protector and Commissioners of South African Human Rights Commission with effect from 1 April 2019 (Announcement, Tablings and Committee Reports, 22 June 2020, p 15).","Ukuqwalaselwa kweNgxelo yeKomiti yeSebe lezoBulungisa neeNkonzo zoLuleko malunga neZaziso ezimisela umvuzo woMkhuseli woLuntu kunye nabaKomishinala beKhomishoni yamaLungelo oLuntu yaseMzantsi Afrika ukususela kumhla woku-1 kuCanzibe 2019 (Isaziso, iiNgxelo zeKomiti, 22 kweyeSilimela 2020, iphepha 15).",June
"Consideration of Report of Portfolio Committee on Cooperative Governance and Traditional Affairs on Petition from the residents of Boksburg, Ekurhuleni metropolitan municipality, calling on the Assembly to investigate the numerous power outages (submitted by Mr M Waters, MP) and Petition from the residents of Germiston, Ekurhuleni metropolitan municipality calling on the Assembly to investigate the numerous power outages (submitted by Mr M Waters, MP)  (Announcement, Tablings and Committee Reports, 18 June 2020, p 167).","Ukuqwalaselwa kweNgxelo yeKomiti yeMicimbi yeSebe loLawulo ngeNtsebenziswano neMicimbi yeMveli malunga noXwebhu lwezikhalazo oluvela kubahlali baseBoksburg, kumasipala ombaxa i-Ekurhuleni, becela le Ndlu ukuba iphande ukucima rhoqo kombane (eyangeniswa nguMnu M Waters, iLungu lePalamente) kunye noXwebhu lwezikhalazo oluvela kubahlali baseGermiston, kumasipala ombaxa i-Ekurhuleni, becela le Ndlu ukuba iphande ukucima rhoqo kombane (eyangeniswa nguMnu M Waters, iLungu lePalamente)  (Isaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 18 kweyeSilimela 2020, iphepha 167).",June
"Consideration of Report of Portfolio Committee on Cooperative Governance and Traditional Affairs on Petition from the residents of Alberton, calling on the Assembly to investigate public participation and legislative compliance in the proposed housing development in Alberton (submitted by Mr D Bergman, MP) (Announcement, Tablings and Committee Reports, 18 June 2020, p 166).","Ukuqwalaselwa kweNgxelo yeKomiti yeMicimbi yeSebe lezoLawulo ngeNtsebenziswano neMicimbi yeMveli engoXwebhu lwezikhalazo elivela kubahlali base-Alberton, apho bacela le Ndlu ukuba iphande ukubangaba uluntu luyithathile na inxaxheba kweli phulo lokwakhiwa kwezindlu e-Alberton licetywayo nokuba eli phulo lisemthethweni kusini na (ingeniswe nguMnu D Bergman, iLungu lePalamente) (Izaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 18 kweyeSilimela 2019, iphepha 166).",June
"Consideration of Report of Portfolio Committee on Cooperative Governance and Traditional Affairs on Petition relating to Glen Marais Sub-Station Fire Incident under City of Ekurhuleni (Announcement, Tablings and Committee Reports, 18 June 2020, p 163).","Ukuqwalaselwa kweNgxelo yeKomiti yeMicimbi yeSebe loLawulo ngeNtsebenziswano neMicimbi yeMveli malunga noXwebhu lwezikhalazo olubhekiselele kwiSehlo seSikhululo esiphantsi kwesinye soMlilo iGlen Marais phantsi kweSixeko i-Ekurhuleni (Isaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, kweyeSilimela 2020, iphepha 163).",June
"Consideration of Report of Portfolio Committee on Cooperative Governance and Traditional Affairs on Petition from the residents of Ward 37, Alberton North, Ekurhuleni, calling on the Assembly to investigate the illegal occupation of stand 1/1224 number 42, Second Avenue, Alberton North (submitted by Mr D Bergman, MP) (Announcement, Tablings and Committee Reports, 18 June 2020, p 160).","Ukuqwalaselwa kweNgxelo yeKomiti yeMicimbi yeSebe loLawulo ngeNtsebenziswano neMicimbi yeMveli malunga noXwebhu lwezikhalazo  oluvela kubahlali baseWadi 37, e-Alberton North, Ekurhuleni, becela iNdlu ukuba iphande ukuhlalwa ngokungekho-mthethweni kwistandi 1/1224 nombolo 42, eSecond Avenue, e-Alberton North (eyangeniswa nguMnu D Bergman, iLungu lePalamente) (Isaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 18 kweyeSilimela 2020, iphepha 160).",June
"Consideration of Report of Portfolio Committee on Cooperative Governance and Traditional Affairs on Petition pertaining to Service Delivery in Nemallpius Ext 22, under City of Tshwane (Announcement, Tablings and Committee Reports, 18 June 2020, p 157).","Ukuqwalaselwa kweNgxelo yeKomiti yeMicimbi yeSebe loLawulo ngeNtsebenziswano neMicimbi yeMveli malunga noXwebhu lwezikhalazo olubhekiselele ekuHanjisweni kweeNkonzo e-Nemallpius Ext 22, phantsi kweSixeko saseTshwane (Isaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 18 kweyeSilimela 2020, iphepha 157",June
"Consideration of Report of Portfolio Committee on Basic Education on Petition from the residents of Dryharts village, calling on the Assembly to investigate the re-opening of the Molehabangwe Middle School (submitted by Mr I S Seitlholo, MP) (Announcements, Tablings and Committee Reports, 26 February 2020, p 38).","Ukuqwalaselwa kweNgxelo yeKomiti yeMicimbi yeSebe leMfundo esisiSeko emalunga noXwebhu lwezikhalazo elivela kubahlali belali i-Dryharts, apho bacela iNdlu yoWiso-mthetho ukuba ivule kwakhona isikolo iMolehabangwe Middle School, (olungeniswe nguMnu I S Seitlholo, iLungu lePalamente) (Izaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 26 kweyoMdumba 2020, iphepha 38).",June
FURTHER BUSINESS,EMINYE IMIBA,June
ORDERS OF THE DAY:,IMIBA YOSUKU:,June
"Consideration of Report of Portfolio Committee on Police on unsolicited Petition on Re-enlistment of former Police forum members into Police Service (Mr M Qongqo) (Announcement, Tablings and Committee Reports, 26 June 2020, p 20).","Ukuqwalaselwa kweNgxelo yeKomiti yeMicimbi yeSebe lezaMapolosa emalunga noXwebhu lwezikhalazo olungacelwanga elingokuqeshwa kwabo babengamaPolisa kumazwe ayesakuba ngamaphandle kuMbutho wamaPolisa oMzantsi Afrika (uMnu M Qongqo) (Isaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 26 kweyeSilimela 2020, iphepha 20).",June
"Consideration of Report of Portfolio Committee on Police on Petition from the residents of Wattville, Benoni calling on the Assembly to address the escalation of crime, including gender-based violence and violence against children, and the need for a police station in their area (submitted by Ms H Ismail, MP) and Petition from the residents of Actonville, Benoni, calling on the Assembly to investigate the high crime rate and drugs, the provision of police kiosks and police vehicles in their area (submitted by Ms H Ismail, MP) (Announcement, Tablings and Committee Reports, 26 June 2020, p 15).","Ukuqwalaselwa kweNgxelo yeKomiti yeMicimbi yeSebe lezaMapolisa emalunga noXwebhu lwezikhalazo elivela kubahlali baseWattville, eBenoni apho bacela iNdlu yoWiso-mthetho ukuba ishukuxe umba wokukhula kolwaphulo-mthetho, oluquka ubundlobongela obusekelwe kwisini kunye nobundlobongela kubantwana, futhi nesidingo sesikhululo samapolisa kwindawo yabo (olungeniswe nguNks H Ismail, iLungu lePalamente) kunye noXwebhu lwezikhalazo elivela kubahlali base-Actonville, eBenoni, apho bacela iNdlu yoWiso-mthetho ukuba iphande iqondo eliphezulu lolwaphulo-mthetho kunye neziyobisi, ukubonelela ngeevenkilana kwizikhululo zamapolisa kunye neenqwelo zamapolisa kwindawo yabo (olungeniswe nguNks H Ismail, iLungu lePalamente) (Isaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 26 kweyeSilimela 2020, iphepha 15).",June
"Consideration of Report of Portfolio Committee on Police on Petition of Mr Cornelius Basson (Announcement, Tablings and Committee Reports, 26 June 2020, p 10).","Ukuqwalaselwa kweNgxelo yeKomiti yeMicimbi yeSebe lezaMapolisa emalunga noXwebhu lwezikhalazo lukaMnu Cornelius Basson (Isaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 26 kweyeSilimela 2020, iphepha 10).",June
"Consideration of Report of Portfolio Committee on Police on Application for Firearm Amnesty declaration (Announcement, Tablings and Committee Reports, 26 June 2020, p 9).","Ukuqwalaselwa kweNgxelo yeKomiti yeMicimbi yeSebe lezaMapolisa emalunga nokuFakwa kweSicelo soXolelo kwabo banemiPu Engekho Mthethweni (Isaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 26 kweyeSilimela 2020, iphepha 38).",June
"Consideration of Report of Portfolio Committee on Police on Petition from the residents of Kempton Park, calling on the Assembly to investigate chronic inadequate visible policing and shortage of vehicles at the Kempton Park police station (submitted by Mr M Waters, MP) (Announcement, Tablings and Committee Reports, 26 June 2020, p 4).","Ukuqwalaselwa kweNgxelo yeKomiti yeMicimbi yeSebe lezaMapolisa emalunga noXwebhu lwezikhalazo elivela kubahlali baseKempton Park, apho bacela iNdlu ukuba iphande ingxaki enkulu ethe gqolo yokungabonakali kwamapolisa ekuhlaleni kunye nokunqongophala kwezithuthi zamapolisa kwisikhululo samapolisa saseKempton Park (olungeniswe nguMnu M Waters, iLungu lePalamente) (Isaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 26 kweyeSilimela 2020, iphepha 4).",June
"Consideration of Report of Portfolio Committee on Trade and Industry on Departments of Trade and Industry and of Economic Development’s fourth quarter financial and non-financial performance for 2019/20 financial year (Announcement, Tablings and Committee Reports, 25 June 2020, p 5).","Ukuqwalaselwa kweNgxelo yeKomiti yeMicimbi yeSebe lezoRhwebo noShishino emalunga nomsebenzi wezezimali nongengowezezimali wekota yesine weSebe lezoRhwebo noShishino neSebe loPhuhliso loQoqosho (Isaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 25 kweyeSilimela 2020, iphepha 5).",June
"Consideration of Report of Portfolio Committee on Trade and Industry on Oversight visit to Gauteng (Announcement, Tablings and Committee Reports, 23 June 2020, p 17).","Ukuqwalaselwa kweNgxelo yeKomiti yeMicimbi yeSebe lezoRhwebo noShishino emalunga notyelelo lokuya kuHlola eGauteng (Isaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 23 kweyeSilimela 2020, iphepha 17).",June
"Consideration of Report of Portfolio Committee on Trade and Industry on Oversight visit to Western Cape (Announcement, Tablings and Committee Reports, 23 June 2020, p 4).","Ukuqwalaselwa kweNgxelo yeKomiti yeMicimbi yeSebe lezoRhwebo noShishino emalunga notyelelo lokuya kuHlola eNtshona Koloni (Isaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 23 kweyeSilimela 2020, iphepha 4).",June
"Consideration of Report of Joint Standing Committee on Defence on Letters from the President on Employment of South African National Defence Force in Mozambique Channel, Democratic Republic of Congo, to Wuhan City in Hubei Province of People’s Republic of China, and in support of South African Police Service and other State Departments (Announcement, Tablings and Committee Reports, 19 June 2020, p 3).","Ukuqwalaselwa kweNgxelo yeKomiti eHlangeneyo esiSigxina engoKhuselo malunga neeLeta ezisuka kuMongameli ezingokuQeshwa koMkhosi woKhuselo weSizwe woMzantsi Afrika eMozambique Channel, kwiDemocratic Republic of Congo, ukuya kwiSixeko iWuhan kwiPhondo iHubei leRiphabhliki yaBantu baseChina, kwanokuxhasa iiNkonzo zaMapolisa oMzantsi Afrika kunye namaSebe kaRhulumente (Isaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 19 kweyeSilimela 2020, iphepha 3).",June
