eng,ven,source
"Consideration of Report of Portfolio Committee on Trade and Industry on Oversight visit to Gauteng (Announcements, Tablings and Committee Reports, 23 June 2020, p 17).","U vhalululwa ha Muvhigo wa Komiti ya Phothifoḽio nga ha Mbambadzo na Nḓowetshumo nga madalo a Vhulavhelesi ngei Gauteng (Nḓivhadzo, Maswikiswa Ṱafulani na Mivhigo ya Komiti, 23 Fulwi 2020, s ḽa 17).",July
"Consideration of Report of Portfolio Committee on Trade and Industry on Oversight visit to Western Cape (Announcements, Tablings and Committee Reports, 23 June 2020, p 4).","U vhalululwa ha Muvhigo wa Komiti ya Phothifoḽio nga ha Mbambadzo na Nḓowetshumo nga madalo a Vhulavhelesi ngei Western Cape (Nḓivhadzo, Maswikiswa Ṱafulani na Mivhigo ya Komiti, 23 Fulwi 2020, s ḽa 4)).",July
"Consideration of Report of Joint Standing Committee on Defence on Letters from the President on Employment of South African National Defence Force in Mozambique Channel, Democratic Republic of Congo, to Wuhan City in Hubei Province of People’s Republic of China, and in support of South African Police Service and other State Departments (Announcements, Tablings and Committee Reports, 19 June 2020, p 3).","U vhalululwa ha Muvhigo wa Komiti ya Tshoṱhe yo Ṱanganelaho nga ha Vhupileli nga Marifhi a bvaho kha Muphuresidennde nga Mushumo wa Mmbi ya Vhupileli ya Afrika Tshipembe ngei kha Mozambique Channel, Democratic Republic of Congo, u ya Ḓoroboni ya Wuhan ngei Vunduni ḽa Hubei ḽa People’s Republic of China, na u tikedza vha Tshumelo ya Mapholisa ya Africa Tshipembe na miṅwe Mihasho ya Muvhuso (Nḓivhadzo, Maswikiswa Ṱafulani na Mivhigo ya Komiti, 19 Fulwi 2020, s ḽa 3).",July
"Consideration of Report of Portfolio Committee on Employment and Labour on Second Quarterly Report regarding performance of Department of Employment and Labour and entities in meeting strategic objectives for 2019/20 (Announcements, Tablings and Committee Reports, 18 June 2020, p 120).","U vhalululwa ha Muvhigo wa Komiti ya Phothifoḽio nga ha u Thola na Mishumo nga Muvhigo wa Kotara ya Vhuvhili malugana na kushumele kwa Muhasho wa u Thola na Mishumo na zwiimiswa kha u swikela zwipikwa zwa tshiṱirathedzhi zwa 2019/20 (Nḓivhadzo, Maswikiswa Ṱafulani na Mivhigo ya Komiti, 18 Fulwi 2020, s ḽa 120).",July
"Consideration of Report of Portfolio Committee on Employment and Labour on First Quarterly Report regarding performance of Department of Employment and Labour and entities in meeting strategic objectives for 2019/20 (Announcements, Tablings and Committee Reports, 18 June 2020, p 81).","U vhalululwa ha Muvhigo wa Komiti ya Phothifoḽio nga ha u Tholiwa na Mishumo nga Muvhigo wa Kotara ya u Thoma malugana na kushumele kwa Muhasho wa u Tholiwa na Mishumo na zwiimiswa kha u swikela zwipikwa zwa tshiṱirathedzhi zwa 2019/20 (Nḓivhadzo, Maswikiswa Ṱafulani na Mivhigo ya Komiti, 18 Fulwi 2020, s ḽa 81).",July
"Consideration of Report of Portfolio Committee on Employment and Labour on Third Quarterly Report regarding performance of Department of Employment and Labour and entities in meeting strategic objectives for 2018/19 (Announcements, Tablings and Committee Reports, 18 June 2020, p 12).","U vhalululwa ha Muvhigo wa Komiti ya Phothifoḽio nga ha u Tholiwa na Mishumo nga Muvhigo wa Kotara ya Vhuraru malugana na kushumele kwa Muhasho wa u Tholiwa na Mishumo na zwiimiswa kha u swikela zwipikwa zwa tshiṱirathedzhi zwa 2018/19 (Nḓivhadzo, Maswikiswa Ṱafulani na Mivhigo ya Komiti, 18 Fulwi 2020, s ḽa 12).",July
"Consideration of Report of Portfolio Committee on Employment and Labour on Oversight visit to Compensation Fund Head-Quarters (Announcements, Tablings and Committee Reports, 18 June 2020, p 3).","U vhalululwa ha Muvhigo wa Komiti ya Phothifoḽio nga ha u Tholiwa na Mishumo nga madalo a Vhulavhelesi kha Ofisi Khulwane dza Tshikwama tsha Ndiliso (Nḓivhadzo, Maswikiswa Ṱafulani na Mivhigo ya Komiti, 18 Fulwi 2020, s ḽa 3).",July
"Consideration of Report of Portfolio Committee on Trade and Industry on Departments of Trade and Industry and of Economic Development’s Third Quarter Financial and Non-financial Performance for 2019/20 financial year (Announcements, Tablings and Committee Reports, 19 May 2020, p 3).","U vhalululwa ha Muvhigo wa Komiti ya Phothifoḽio nga ha Mbambadzo na Nḓowetshumo nga Kushumele  kwa Masheleni na ku si kwa Masheleni zwa Kotara ya Vhuraru ya ṅwaha wa muvhalelano wa 2019/20 wa Mihasho ya Mbambadzo na Nḓowetshumo na wa Mveledziso ya Ikonomi (Nḓivhadzo, Maswikiswa Ṱafulani na Mivhigo ya Komiti, 19 Shundunthule 2020, s ḽa 3).",July
"Consideration of Report of Portfolio Committee on International Relations and Cooperation on Oversight visit on pilot project for acquisition of office accommodation for South African Permanent Mission to United Nations and Consulate-General in New York, United States of America (Announcements, Tablings and Committee Reports, 16 March 2020, p 11).","U vhalululwa ha Muvhigo wa Komiti ya Phothifoḽio nga ha Vhushaka ha Dzitshaka na Vhushumisani nga madalo a  kha thandela ya u thoma ya u wanwa ha ofisi ya vhudzulo ya Muambasada wa Tshoṱhe wa Afrika Tshipembe kha Vhuthihi ha Dzitshaka na Muimeleli Muhulwane ngei New York, United States of America (Nḓivhadzo, Maswikiswa Ṱafulani na Mivhigo ya Komiti, 16 Ṱhafamuhwe 2020, s ḽa 11).",July
"Decision of Question on Report of Portfolio Committee on Higher Education, Science and Technology on 2019/20 First Quarter financial and service delivery performance report of Department of Higher Education and Training (Announcements, Tablings and Committee Reports, 5 December 2019, p 64).","U vhalululwa ha Muvhigo wa Komiti ya Phothifoḽio nga ha Pfunzo ya Nṱha, Saintsi na Thekhinoḽodzhi kha muvhigo wa Mashumele a nḓisedzo ya tshumelo na zwa masheleni a Kotara ya U thoma ya 2019/20 a Muhasho wa Pfunzo na Vhupfumbudzi (Nḓivhadzo, Maswikiswa Ṱafulani na Mivhigo ya Komiti, 5 Nyendavhusiku 2019, s ḽa 64).",July
"Consideration of Report of Portfolio Committee Public Service and Administration on Second and Third quarter performance of 2019/20 financial year: Department Public Service and Administration, Entities and Public Service Commission (Announcements, Tablings and Committee Reports, 11 March 2020, p 30).","U vhalululwa ha Muvhigo wa Komiti ya Phothifoḽio nga ha Tshumelo ya Tshitshavha na Ndaulo nga mashumele a kotara ya Vhuvhili na ya Vhuraru a ṅwaha wa muvhalelano wa 2019/20: Muhasho wa Tshumelo ya Tshitshavha na Ndaulo, Zwiimiswa na Khomishini ya Tshumelo ya Tshitshavha (Nḓivhadzo, Maswikiswa Ṱafulani na Mivhigo ya Komiti, 11 Ṱhafamuhwe 2020, s ḽa 30).",July
"Consideration of Report of Portfolio Committee Public Service and Administration on Second and Third quarter performance of 2019/20 financial year: Statistics South Africa (Announcements, Tablings and Committee Reports, 11 March 2020, p 23).","U vhalululwa ha Muvhigo wa Komiti ya Phothifoḽio nga ha Tshumelo ya Tshitshavha na Ndaulo nga mashumele a kotara ya Vhuvhili na ya Vhuraru a ṅwaha wa muvhalelano wa 2019/20: Vha Dzimbalombalo vha Afrika Tshipembe (Nḓivhadzo, Maswikiswa Ṱafulani na Mivhigo ya Komiti, 11 Ṱhafamuhwe 2020, s ḽa 23).",July
"Consideration of Report of Portfolio Committee Public Service and Administration on Second and Third quarter performance of 2019/20 financial year: Department of Planning, Monitoring and Evaluation and Brand South Africa (Announcements, Tablings and Committee Reports, 11 March 2020, p 15).","U vhalululwa ha Muvhigo wa Komiti ya Phothifoḽio nga ha Tshumelo ya Tshitshavha na Ndaulo nga mashumele a kotara ya Vhuvhili na ya Vhuraru a ṅwaha wa muvhalelano wa 2019/20: Muhasho wa Vhupulani, u Vhea Iṱo na u Ela na Dzina ḽa u Vhambadza ḽa Afrika Tshipembe (Nḓivhadzo, Maswikiswa Ṱafulani na Mivhigo ya Komiti, 11 Ṱhafamuhwe 2020, s ḽa 15).",July
"Consideration of Report of Portfolio Committee on Basic Education on oversight visit to Capricorn and Sekhukhune Education Districts, Limpopo Province (Announcements, Tablings and Committee Reports, 26 February 2020, p 6).","U vhalululwa ha Muvhigo wa Komiti ya Phothifoḽio nga ha Pfunzo ya Mutheo nga madalo a vhulavhelesi Zwiṱirikini zwa Pfunzo zwa Capricorn na Sekhukhune, Vunduni ḽa Limpopo (Nḓivhadzo, Maswikiswa Ṱafulani na Mivhigo ya Komiti, 26 Luhuhi 2020, s ḽa 6).",July
"Consideration of Report of Portfolio Committee on Basic Education on Submission from the Griqua People’s Heritage on the lack of a Primary School (Announcements, Tablings and Committee Reports, 11 February 2020, p 5).","U vhalululwa ha Muvhigo wa Komiti ya Phothifoḽio nga ha Pfunzo ya Mutheo nga ha Ḽikumedzwa ḽi bvaho kha Vhufa ha Vhathu vha Griqua kha u sa vha hone ha Tshikolo tsha Phuraimari (Nḓivhadzo, Maswikiswa Ṱafulani na Mivhigo ya Komiti, 11 Luhuhi 2020, s ḽa 5).",July
"Consideration of Report of Joint Standing Committee on Financial Management of Parliament on Parliament of Republic of South Africa’s performance in first quarter of 2019/20 (Announcements, Tablings and Committee Reports, 9 December 2019, p 20).","22. U vhalululwa ha Muvhigo wa Komiti ya Tshoṱhe yo Ṱanganelaho nga ha Ndangulo ya Masheleni a Phalamennde kha Mashumele a Phalamennde ya Riphabuḽiki ya Afrika Tshipembe kha kotara ya u thoma ya 2019/20 (Nḓivhadzo, Maswikiswa Ṱafulani na Mivhigo ya Komiti, 9 Nyendavhusiku 2019, s ḽa 20).",July
"Consideration of Report of Joint Standing Committee on Financial Management of Parliament on Parliament of Republic of South Africa’s 2018/19 Annual Report (Announcements, Tablings and Committee Reports, 9 December 2019, p 5).","23. U vhalululwa ha Muvhigo wa Komiti ya Tshoṱhe yo Ṱanganelaho nga ha Ndangulo ya Masheleni a Phalamennde kha Muvhigo wa Ṅwaha wa 2018/19 wa Phalamennde ya Riphabuḽiki ya Afrika Tshipembe (Nḓivhadzo, Maswikiswa Ṱafulani na Mivhigo ya Komiti, 9 Nyendavhusiku 2019, s ḽa 5).",July
"Consideration of Report of Portfolio Committee on Higher Education, Science and Technology on 2018/19 Annual Reports of National Skills Fund and Sector Education and Training Authorities (Announcements, Tablings and Committee Reports, 5 December 2019, p 24).","24. U vhalululwa ha Muvhigo wa Komiti ya Phothifoḽio nga ha Pfunzo ya Nṱha, Saintsi na Thekhinoḽodzhi kha Mivhigo ya Ṅwaha wa 2018/19 wa Tshikwama tsha Zwikili tsha Lushaka na Maanḓalanga a Sekhithara ya Pfunzo na Vhupfumbudzi (Nḓivhadzo, Maswikiswa Ṱafulani na Mivhigo ya Komiti, 5 Nyendavhusiku 2019, s ḽa 24).",July
"Consideration of Report of Portfolio Committee on Trade and Industry on Departments of Trade and Industry and of Economic Development’s Second Quarter Financial and Non-financial Performance for 2019/20 financial year (Announcements, Tablings and Committee Reports, 5 December 2019, p 4).","25. U vhalululwa ha Muvhigo wa Komiti ya Phothifoḽio nga ha Mbambadzo na Nḓowetshumo kha Mihasho ya Mbambadzo na Nḓowetshumo na kwa Mveledziso ya Ikonomi na Kushumele Ku si kwa Masheleni na zwa Masheleni kha Kotara ya Vhuvhili ya ṅwaha wa muvhalelano wa 2019/20 (Nḓivhadzo, Maswikiswa Ṱafulani na Mivhigo ya Komiti, 5 Nyendavhusiku 2019, s ḽa 4).",July
"Consideration of Report of Standing Committee on Auditor-General on Integrated Annual Report of Auditor-General for financial year 2018/19 (Announcements, Tablings and Committee Reports, 4 December 2019, p 3).","26. U vhalululwa ha Muvhigo wa Komiti nga ha Muoditha Dzhenerala kha Muvhigo wa Ṅwaha wo Ṱanganelaho wa Muoditha Dzhenerala wa ṅwaha wa muvhalelano wa 2018/19 (Nḓivhadzo, Maswikiswa Ṱafulani na Mivhigo ya Komiti, 4 Nyendavhusiku 2019, s ḽa 3).",July
MOTIONS (Notice given previously):,MAKUMEDZWA (Nḓivhadzo yo ṋetshedzwaho tshifhinga tsho fhiraho):,July
"See p 94-96 (Ms R C Adams, Mr S Ngcobo, Ms M S Khawula, Ms N G Adoons, Mr S L Ngcobo, Ms T Breedt, Ms T Mgweba, Mr W M Thring, Mr N L S Kwankwa, Mr M L Shelembe, Mrs E N Ntlangwini, Ms F A Masiko, Mr S H Mbuyane, Ms A S Hlongo, M.Gen O S Terblanche, Mr M G E Hendricks, Mr T S Mpanza, Mr P P Keetse, Ms R C Adams).","Kha vha sedze mas a 94-96 (Vho R C Adams, Vho S Ngcobo, Vho M S Khawula, Vho N G Adoons, Vho S L Ngcobo, Vho T Breedt, Vho T Mgweba, Vho W M Thring, Vho N L S Kwankwa, Vho M L Shelembe, Vho E N Ntlangwini, Vho F A Masiko, Vho S H Mbuyane, Vho A S Hlongo, M.Gen O S Terblanche, Vho M G E Hendricks, Vho T S Mpanza, Vho P P Keetse).",July
MOTIONS (Notice given on 26 June 2020):,MAKUMEDZWA (Nḓivhadzo yo ṋewaho nga ḽa 26 Fulwi 2020):,July
Subject for discussion (Mr K J Mileham): The impending shortage of diesel in the Republic and the dire consequences this will have on the country’s ailing economy and food security.,Fhungo ḽine ha ḓo ambiwa ngaḽo (Vho K J Mileham): Ṱhahelelo ya dizili ine ya kha ḓo vha hone kha Riphabuḽiki na masiandaitwa mavhi ane izwi zwa ḓo ita kha ikonomi ya shango ine ya khou lepalepa na tsireledzo ya zwiḽiwa.,July
APPENDIXES,ṰHUMETSHEDZO,July
PETITIONS REFERRED TO COMMITTEES,PHETHISHINI DZO RUMELWAHO KHA DZIKOMITI,July
"Petition from the residents of the City of Ekurhuleni, calling on the Assembly to investigate the chronic inadequate refuse removal services in their area (Ms H Ismail) – (Portfolio Committee on Cooperative Governance and Traditional Affairs – National Assembly).","Phethishini i bvaho kha vhadzuli vha Ḓorobo khulwane ya Ekurhuleni, vha itaho khuwelelo kha Buthano uri ḽi ṱoḓisise nga tshumelo dza u bvisa mashika dzi dzulelaho u ṱahela vhuponi uho (Vho H Ismail) - (Komiti ya Phothifoḽio nga ha Vhuvhusi ha Vhushumisani na zwa Sialala – Buthano ḽa Lushaka).",July
"Petition from the residents of Kokomeng and neighbouring villages, calling on the Assembly to investigate and prioritize the re-opening of the Kokomeng police station (Mr I S Seitlholo) – (Portfolio Committee on Police – National Assembly).","Phethishini i bvaho kha vhadzuli vha Kokomeng na zwisi zwa nga tsini, vha itaho khuwelelo kha Buthano uri ḽi ṱoḓisise na u dzhia sa zwa ndeme u vulwa hafhu ha tshiṱitshi tsha mapholisa tsha Kokomeng (Vho I S Seitlholo) – (Komiti ya Phothifoḽio nga ha Mapholisa – Buthano ḽa Lushaka).",July
"Petition from the residents of Bredell, Pomona, Brentwood Park and Glen Marais (ward 25), City of Ekurhuleni, calling on the Assembly to investigate the collapse of the reliable supply of electricity in their areas (Ms H Ismail) – (Portfolio Committee on Cooperative Governance and Traditional Affairs – National Assembly).","Phethishini i bvaho kha vhadzuli vha Bredell, Pomona, Brentwood Park na Glen Marais (wadi ya 25), Ḓorobo Khulwane ya Ekurhuleni, vha itaho khuwelelo kha Buthano uri ḽi ṱoḓisise nga u wa ha nḓisedzo i fulufhedzeaho ya muḓagasi vhuponi havho (Vho H Ismail) – (Komiti ya Phothifoḽio nga ha Vhuvhusi ha Vhushumisani na zwa Sialala – Buthano ḽa Lushaka).",July
"Petition from the residents of Actonville, Benoni, calling on the Assembly to investigate the high rentals paid by tenants of council-owned flats (Ms H Ismail) – (Portfolio Committee on Human Settlements, Water and Sanitation – National Assembly).","Phethishini i bvaho kha vhadzuli vha Actonville, Benoni vha itaho   khuwelelo kha Buthano uri ḽi ṱoḓisise nga mbadelo dza nṱhesa dza rennde dzo badelwaho nga vhahiri vha fuḽethe dza khoro (Vho H Ismail) – (Komiti ya Phothifoḽio nga ha Vhudzulo ha Vhathu, Maḓi na Tshampungane – Buthano ḽa Lushaka).",July
"Petition from the residents of Jamestown, Stellenbosch, calling on the Assembly to investigate the transfer, by Eskom, of management powers over the electricity network in Jamestown to Stellenbosch municipality (Dr L Shreiber) – (Portfolio Committee on Public Enterprises -  National Assembly).","Phethishini u bva kha vhadzuli vha Jamestown, ngei Stellenbosch, vha itaho khuwelelo kha Buthano uri ḽi ṱoḓisise pfukiselo, nga Eskom, maanḓa a ndangulo kha netiweke ya muḓagasi  wa Jamestown u ya kha masipala wa  Stellenbosch (Vho Dokotela L Shreiber) – (Komiti ya Phothifoḽio nga ha Mabindu a Muvhuso -  Buthano ḽa Lushaka).",July
"Petition from the residents of Germiston, Ekurhuleni, calling on the Assembly to investigate power outages in Germiston (Ms M Clarke) – (Portfolio Committee on Public Enterprises - National Assembly).","Phethishini i bvaho kha vhadzuli vha Germiston, masipala muhulwane wa Ekurhuleni, vha itaho khuwelelo kha Buthano uri ḽi ṱoḓisise nga ha u khauwa ha muḓagasi ho vhalaho (Vho M Clarke) – (Komiti ya Phothifoḽio nga ha Vhuvhusi ha Vhushumisani na zwa Sialala –Buthano ḽa Lushaka).",July
"Petition from the residents of Letsitele Town, Ward 23, Tzaneen, calling on the Assembly to ensure that the Tzaneen municipality abides by the laws, by-laws and regulations, and that it implements the prescribed environmental and applicable zoning, as well as monitor and halt all illegal activities (Ms D van der Walt) – (Portfolio Committee on Cooperative Governance and Traditional Affairs - National Assembly).","Phethishini u bva kha vhadzuli vha Ḓorobo ya Letsitele, Wadi ya 23, ngei Tzaneen, vha itaho khuwelelo kha Buthano uri ḽi khwaṱhisedze uri masipala wa Tzaneen u tevhedza milayo, milayo miṱuku na ndaulo, na uri u thome u khethekanya nga dzizounu dzo teaho na zwa mupo zwo randelwaho, khathihi na u vhea iṱo na u imisa mishumo yoṱhe i siho mulayoni (Vho D van der Walt) – (Komiti ya Phothifoḽio nga ha Vhuvhusi ha Vhushumisani na zwa Sialala – Buthano ḽa Lushaka).",July
"Petition from the farmers and the community of Tzaneen, Limpopo, represented by AGRI Letaba, calling on the Assembly to investigate severe electricity outages, power dips, low voltage and poor to no maintenance since 2016 as a result of the failure of the Greater Tzaneen Municipality (Ms D van der Walt) – (Portfolio Committee on Cooperative Governance and Traditional Affairs – National Assembly).","Phethishini u bva kha vhorabulasi na tshitshavha  tsha Tzaneen, Limpopo, vho imelwa nga AGRI Letaba, vha itaho khuwelelo kha Buthano uri ḽi ṱoḓisise u khauwa ha muḓagasi ho kalulaho, u wa ha tshifhinga nyana ha maanḓa a volithedzhi kha khovhelo ya muḓasi, voḽithedzhi ṱhukhu na ṱhogomelo i si yavhuḓi kana ine i sa vhe hone u bva nga 2016 nga vhanga ḽa u kundelwa ha Masipala Muhulwane wa Tzaneen (Vho D van der Walt) – (Komiti ya Phothifoḽio nga ha Vhuvhusi ha Vhushumisani na zwa Sialala – Buthano ḽa Lushaka).",July
