eng,nbl,source
Public Finance Management Amendment Bill [B 41  2018] (National Assembly – sec 76) – (Standing Committee on Finance – National Assembly).,IsiKhibelelo somThethomlingwa wokuPhathwa kweMali kaRhulumende [i-B 41  2018] (iNdlu yesiBethamthetho seNarha – isig 76) – (Ikomodi yasaFuthi yesiBethamthetho seNarha yezeMali,July
Civil Aviation Amendment Bill [B 44 – 2018] (National Assembly – sec 75) – (Portfolio Committee on Transport – National Assembly).,IsiKhibelelo somThethomlingwa wemiThetho womKhakha wezokuPhapha [i-B 44 – 2018] (iNdlu yesiBethamthetho seNarha – isig 75) – (iKomidi yesiBethamthetho seNarha yezokuThutha – iNdlu yesiBethamthetho seNarha).,July
Local Government: Municipal Systems Amendment Bill [B 2 – 2019] (National Assembly – sec 76) – (Portfolio Committee Cooperative Government and Traditional Affairs – National Assembly).,URhulumende wemaKhaya: IsiKhibelelo somThethomlingwa wamaHlelo waboMasipala [i-B 2 – 2019] (iNdlu yesiBethamthetho seNarha – isig 76) – (iKomidi yesiBethamthetho seNarha yezokuSebenzisana kwaboRhulumende neeNdaba zeNdabuko -  iNdlu yesiBethamthetho seNarha).,July
National Health Insurance Bill [B 11 - 2019] (National Assembly – sec 76) – (Portfolio Committee on Health – National Assembly).,UmThethomlingwa weTjhorensi yeNarha yezamaPhilo [i-B 11 - 2019] (iNdlu yesiBethamthetho seNarha –isig 76) – (iKomidi yesiBethamthetho seNarha yezamaPhilo – iNdlu yesiBethamthetho seNarha).,July
Recognition of Customary Marriages Amendment Bill [B 12 - 2019] (National Assembly – sec 76) – (Select Committee on Security and Justice – National Council of Provinces).,IsiKhibelelo somThethomlingwa kokwaMukelwa kwemiTjhado yeSintu [i-B 12 - 2019] (iNdlu yesiBethamthetho seNarha –isg 76) – IKomidi eKhethekileko yesiBethamthetho seNarha yezokuVikela noBulungiswa – iNdlu yesiBethamthetho seNarha).,July
Judicial Matters Amendment Bill [B 13B - 2019] (National Assembly – sec 75) – (Select Committee on Security and Justice - National Council of Provinces).,IsiKhibelelo somThethomlingwa seeNdaba zobuLungiswa [i-B 13B - 2019] (indlu yesiBethamthetho seNarha – isg 75) – IKomidi eKhethekileko yesiBethamthetho seNarha yezokuVikela noBulungiswa – umKhandlu weNarha oNgamele iimFunda).,July
Independent Electricity Management Operator Bill [B 14 - 2019] (National Assembly – sec 76) – (Portfolio Committee on Mineral Resources and Energy – National Assembly).,UmThethomlingwa webaLawuli abaziJameleko bokuPhathwa kweGezi [i-B 14 – 2019] (iNdlu yesiBethamthetho seNarha – isig 76) – (iKomidi yesiBethamthetho seNarha yezeZenjiwa naMandla – iNdlu yesiBethamthetho seNarha).,July
Prescription in Civil and Criminal Matters (Sexual Offences) Amendment Bill [B 22B - 2019] (National Assembly – sec 75) – (Select Committee on Security and Justice – National Council of Provinces).,IsiKhibelelo somThathomlingwa wesiQuntelo sezakhamuzi neeNdaba zoBulelesi (amaCala wezoMseme [i-B 22B - 2019] (iNdlu yesiBethamthetho seNarha  – igs 75) – (IKomidi eKhethekileko yesiBethamthetho seNarha yezokuVikela noBulungiswa – umKhandlu weNarha oNgamele iimFunda).,July
Economic Regulation of Transport Bill [B 1 - 2020] (National Assembly– sec 76) – (Portfolio Committee on Transport – National Assembly).,UmThethomlingwa wokuPhatha umNotho wezokuThutha [i-B 1 - 2020] (iNdlu yesiBethamthetho seNarha–isig.76) – (iKomidi yesiBethamthetho seNarha yezokuThutha – iNdlu yesiBethamthetho seNarha).,July
Auditing Profession Amendment Bill [B 2 - 2020] (National Assembly – sec 75) – (Standing Committee on Finance – National Assembly).,IsiKhibelelo somThethomlingwa wezokuHlolwa kweeNcwadi [i-B 2 - 2020] (iNdlu yesiBethamthetho seNarha –isig75) – (iKomodi yaSafuthi yesiBethamthetho seNarha – iNdlu yesiBethamthetho seNarha).,July
Fiscal Responsibility Bill [B 5 - 2020] (National Assembly – sec 76) – (Standing Committee on Finance – National Assembly).,UmThethomlingwa womSebenzi wesiKhwama seeMali [i-B 5 – 2020] (iNdlu yesiBethamthetho seNarha – isihlongozo sesigaba – 76) (IKomidi yesiBethamthetho seNarha yezeeMali – iNdlu yesiBethamthetho seNarha).,July
"Upgrading of Land Tenure Rights Amendment Bill [B 6 - 2020] (National Assembly – sec 76) – (Portfolio Committee on Agriculture, Land Reform and Rural Development – National Assembly) [Referred to National House of Traditional Leaders on 3 July 2020].",Ukuthuthukiswa kwesiKhibelelo somThethomlingwa wamaLungelo    wokuQhatjhwa kweNarha [i-B 6 2020] (iNdlu yesiBethamthetho seNarha – isg esihlongozwako 76) - (iKomidi yesiBethamthetho seNarha - iNdlu yesiBethamthetho seNarha).,July
National Road Traffic Amendment Bill [B 7 - 2020] (National Assembly – sec 76) – (Portfolio Committee on Transport – National Assembly).,IsiKhibelelo somThethomlingwa wesiPhithiphithi seNdleleni zeNarha [i-B7-2020] (iNdlu yesiBethamthetho seNarha – isig esihlongozwako 76) – (iKomidi yesiBethamthetho seNarha - iNdlu yesiBethamthetho seNarha).,July
Transport Appeal Tribunal Amendment Bill [B 8 - 2020] (National Assembly – sec 76) – (Portfolio Committee on Transport – National Assembly).,IsiKhibelelo somThethomlingwa seBandla lokuziBilayeza lenThuthi [i-B8-2020] (iNdlu yesiBethamthetho seNarha – isg esihlongozwako 76) – (iKomidi yesiBethamthetho seNarha – iNdlu yesiBethamthetho seNarha).,July
Adjustments Appropriation Bill [B 10 - 2020] (National Assembly –sec 77) – (Standing Committee on Appropriations - National Assembly).,IsiKhibelelo somThethomlingwa sokwAbiwa kweMali eButhelelweko [i-B 9 - 2020] (iNdlu yesiBethamthetho seNarha – isg 76) – (iKomidi eKhethekileko yesiBethamthetho seNarha yezokwAbiwa kweeMali – umKhandlu weNarha oNgamele iimFunda).,July
Disaster Management Tax Relief Bill [B 11 - 2020] (National Assembly – sec 77) – (Standing Committee on Finance - National Assembly).,UmThethomlingwa weenKhwezelelo zokwAbiwa kweeMali [i-B 10 – 2020] (iNdlu yesiBethamthetho seNarha – isg 77) – iKomidi yasaFuthi yesiBethamthetho seNarha yezokwAbiwa kweeMali iNdlu yesiBethathetho seNarha).,July
Disaster Management Tax Relief Administration Bill [B 12 - 2020] (National Assembly – sec 75) – (Standing Committee on Finance - National Assembly).,UmThethomlingwa kokuPhathwa komThelo wesiBonelelo seHlekelele [i-B 11 - 2020] (iNdlu yesiBethamthetho seNarha – isg 75) – (iKomidi yasaFuthi yesiBethamthetho seNarha yezeeMali – iNdlu yesiBethamthetho seNarha).,July
Public Finance Management Amendment Bill [B 13 - 2020] (National Assembly – sec 76) – (Standing Committee on Finance - National Assembly).,UmThethomlingwa wokuLawulwa kokuPhathwa komThelo wesiBonelelo seHlekelele [i-B 12 - 2020] (iNdlu yesiBethamthetho seNarha – isg 75) – (iKomidi yasaFuthi yesiBethamthetho seNarha yezeeMali – iNdlu yesiBethamthetho seNarha).,July
Employment Equity Amendment Bill [B 14 - 2020] (National Assembly – proposed sec 75) – (Portfolio Committee on Employment and Labour – National Assembly).,IsiKhibelelo somThethomlingwa wokuPhathwa kweeMali zomPhakathi [i-B 13 – 2020] (iNdlu yesiBethamthetho seNarha isg 76 esihlongozwako) – iKomidi yasaFuthi yesiBethamthetho seNarha yezeMali – iNdlu yesiBethamthetho seNarha).,July
BILLS RETURNED TO ASSEMBLY FOR CONSIDERATION OF PRESIDENT’S RESERVATIONS,IMITHETHOMLINGWA EBUYISELWE NGENDLINI YESIBETHAMTHETHO SENARHA BONA IYOTJHEJWA MAYELANA NESIQUNTO ESIBEKWE NGUMONGAMELI,July
Protection of State Information Bill [B 6H – 2010] (National Assembly – sec 75).,UmThethomlingwa wokuVikelwa kweLwazi lomBuso [i-B 6H – 2010] (iNdlu yesiBethamthetho seNarha – isg 75).,July
Liquor Products Amendment Bill [B 10B – 2016] (National Assembly – sec 75).,UmThethomlingwa womKhiqhizo woTjhwala [i-B 10B – 2016] (iNdlu yesiBethamthetho seNarha - isg 75).,July
Performers’ Protection Amendment Bill [B24B - 2016] (National Assembly – sec 75).,IsiKhibelelo somThethomlingwa sokuVikela abaLingisi [i-B24B – 2016] (iNdlu yesiBethamthetho seNarha – isg 75).,July
Copyright Amendment Bill [B13B - 2017] (National Assembly – sec 75).,IsiKhibelelo somThethomlingwa soBunikazi beLwazi [i-B13B -2017] iNdlu yesiBethamthetho seNarha – isg 75).,July
"BILLS, SUBJECT TO PROPOSED AMENDMENTS, PASSED BY NATIONAL COUNCIL OF PROVINCES AND RETURNED TO NATIONAL ASSEMBLY FOR CONCURRENCE","IMITHETHOMLINGWA, EHLONGOZWA BONA IKHIBELELWE, EPHASISWE MKHANDLU WENARHA ONGAMELE IIMFUNDA BEGODU BEWABUYISELWA NGENDLINI YESIBETHAMTHETHO SENARHA UKWENZELA UKUVUMELANA",July
Cybercrimes Bill [B 6B – 2017] (National Assembly – sec 75) (introduced as Cybercrimes and Cybersecurity Bill [B 6 – 2017]).,UmmThethomlingwa wobuLelesi bamaThungelelwano [i-B 6B – 2017] (iNdlu yesiBethamthetho seNarha – isg 75) (othulwe njengo mThethomlingwa wobuLelesi bamaThungelelwano nokuVikeleka kwamaThungelelwano [i-B 6 – 2017]).,July
BILLS PASSED BY NATIONAL ASSEMBLY AND TRANSMITTED TO NATIONAL COUNCIL OF PROVINCES FOR CONCURRENCE,IMITHETHOMLINGWA EPHASISWE YINDLU YESIBETHAMTHETHO SENARHA YADLULISELWA NGENDLINI YOMKHANDLU WENARHA ONGAMELA IIMFUNDA UKWENZELA UKUVUMELANA,July
Traditional Courts Bill [B 1B – 2017] (National Assembly – sec 76).,1.     UmThethomlingwa wamaKhotho weNdabuko [i-B 1B – 2017] (iNdlu yesiBethamthetho seNarha isig 76).,July
Airports Company Amendment Bill [B 5B – 2018] (National Assembly – sec 75).,Isikhibelelo somThethomlingwa weKampani yamaDoyelo wezeMoyeni [i-B 5B – 2018] (iNdlu yesiBathamthetho seNarha – isig 75).,July
Air Traffic and Navigation Services Company Amendment Bill [B 6B – 2018] (National Assembly – sec 75).,IsiKhibelelo somThethomlingwa weenThuthu zeMoyeni nemiSebenzi yezokuPhapha [i-B 6B – 2018] (iNdlu yesiBathamthetho seNarha – isig 75).,July
Social Assistance Amendment Bill [B 8B - 2018] (National Assembly – sec 76).,IsiKhibelelo somThethomlingwa wokuSiza ngezeHlalakuhle [i-B 8B - 2018] (iNdlu yesiBethamthetho seNarha – isig 76).,July
Local Government: Municipal Structures Amendment Bill [B 19B – 2018] (National Assembly – sec 76).,URhulumende wemaKhaya: IsiKhibelelo somThethomlingwa omayelana neZakhiwo zikaMasipala [i-B 19B – 2018] (iNdlu yesiBethemthetho seNarha – isig 76).,July
National Gambling Amendment Bill [B 27B – 2018] (National Assembly – sec 76).,IsiKhibelelo somThethomlingwa weNarha wezokuGembula [i-B 27B – 2018] (iNdlu yesiBethamthetho seNarha – isig 76).,July
Recognition of Customary Marriages Amendment Bill [B 12 - 2019] (National Assembly – sec 76).,IsiKhibelelo somThethomlingwa kokwaMukelwa kwemiTjhado yeSintu [i-B 12 - 2019] (iNdlu yesiBethamthetho seNarha – isg 76).,July
Judicial Matters Amendment Bill [B 13B - 2019] (National Assembly – sec 75).,IsiKhibelelo somThethomlingwa seNdaba zobuLungiswa [i-B 13B - 2019] (iNdlu yesiBethamthetho seNarha – isg 75).,July
Prescription in Civil and Criminal Matters (Sexual Offences) Amendment Bill [B 22B - 2019] (National Assembly – sec 75).,IsiKhibelelo somThethomlingwa wokuQuntelwa weeNdaba zeZakhamuzi namaCala (AmaCala wezomSeme) [i-B 22B - 2019] (iNdlu yesiBethamthetho seNarha – isg 75).,July
Division of Revenue Amendment Bill [B 9 - 2020] (National Assembly – sec 76).,IsiKhibelelo somThethomlingwa wokwAbiwa kweeMali eziButhelelweko [i-B 9 - 2020] (iNdlu yesiBethamthetho seNarha – isg 76).,July
INTERNATIONAL AGREEMENTS,IIMVUMELWANO ZEENTJHABTJHABA,July
"Agreement between the Government of the Republic of South Africa and the International Centre for Genetic Engineering and Biotechnology (ICGEB) on the Establishment of an International Centre for Genetic Engineering and Biotechnology (ICGEB) Component in the Republic of South Africa (Tabled on 18 September 2019) (NA: Referred to Portfolio Committee on Higher Education, Science and Technology on 19 September 2019 - reported on 5 December 2019 – approved on 10 March 2020) (NCOP: Referred to Select Committee on Education and Technology, Sports, Arts and Culture on 19 November 2019 – reported on 26 May 2020).","Isivumelwano hlangana noRhulumende weSewula Afrika neZiko leentjhabatjhaba le-Genetic Engineering and Biotechnology (i-ICGEB) malungana nokuSungulwa kweZiko lenTjhabatjhaba le-Genetic yobuNjiniyera ne Bhayotheknoloji (i-ICGEB) okuligatja eRiphabhliki yeSewula Afrika (oweThulwe mhlana zili-18 Khukhulamungu 2019) (iNdlu yesiBethamthetho seNarha ;weThulwa yiKomidi yesiBethamthetho seNarha yeFundo ePhakamileko, iSayensi neThekhnoloji mhlaka-19 kuKhukhulamungu 2019 – obikwe mhlana zi-5 kuNobayeni 2019) (ngeNdlini yomKhandlu weNarha oNgamele iimFunda: wadluliselwa kuKomidini eKhethekileko yezeFundo ePhakamileko, iSayensi neThekhnoloji, zemiDlalo, ubuKghwari namaSiko mhlana zili-19 kuSinyikhaba 2019).",July
"Ratification of the Agreement between the Government of the Republic of India, the Government of the Federative Republic of Brazil and the Government of the Republic of South Africa on the IBSA Fund for the Alleviation of Poverty and Hunger (signed 17 October 2017) (Tabled on 18 October 2019) (NA: Referred to Portfolio Committee on International Relations and Cooperation on 22 October 2019) (NCOP: Referred to Select Committee on Security and Justice on 24 October 2019).","Ukuvumelana ngesiVumelwano hlangana noRhulumende we-Riphabhliki ye-India, noRhulumende weHlanganisela weRiphabhligi yeBrazil kunye noRhulumende weRiphabhliki yeSewula Afrika mayalana nesikhwama se-IBSA sokuLwisana neNdlala nomTlhago (esaTlikitlwa mhlaka 17 kuSewula 2019).  (esaThulwa mhlaka 18 Sewula 2019). (wadluliselwe kuKomidi yesiBethamthetho seNarha yeeNdaba zeenTjhabatjhaba nokuSebenzisana mhlaka-22 Sewula 2019) (NgeNdlini yomKhandlu weNarha oNgamele iimFunda: wadluliselwa kuKomidi eKhethekileko yezeVikeleko nobuLungiswa mhlana zima-24 kuSewula 2019).",July
Agreement between the Government of the Republic of South Africa and the European Atomic Energy Community (EURATOM) for Co-operation in the Peaceful Uses of Nuclear Energy (Tabled on 14 November 2019) (NA: Referred to Portfolio Committee on Mineral Resources and Energy on 18 November 2019).,IsiVumelwano hlangana koRhulumende weRiphabliki yeSewula Afrika ne-European Atomic Energy Community (EURATOM) mayelana nokuSebenzisana ekuSebenziseni ngokuThula kweeNkhali zaMandla (saThulwa mhlana amalanga ali-14 kuSinyikhaba 2019) (iNdlu yesiBethamthetho seNarha: yasidlulisela eKomidini yesiBethamthetho seNarha yezenTlabagelo zezeNjiwa naMandla mhlana amalanga ali-18 kuSinyikhaba 2019).,July
Treaty between the Government of the Republic of South Africa and the Government of the United Mexican States on Mutual Legal Assistance in Criminal Matters (Tabled on 5 March 2020) (NA: Referred to Portfolio Committee on Justice and Correctional Services on 9 March 2020 – reported on 29 May 2020 – approved on 17 June 2020) (NCOP: Referred to Select Committee on Security and Justice on 10 March 2020 – reported on 1 June 2020).,Isivemelwano hlangana neRiphabhliki yeSewula Afrika noRhulumende we- United Mexican States ukuZwana NgokweSizo loMthetho ngeeNdaba zoBulelesi (esathulwa mhlaka-5 Ntaka 2020) (iNdlu yesiBethemthetho seNarha: sadluliselwa eKomidini yesiBethamthetho seNarha yezobuLungiswa nemiSebenzi yezokuVuselelwa kwesiMilo mhlaka 9 Ntaka 2020) (iNdlu yomKhandlu weNarha oNgamele iimFunda: yadluliselwa kuKomidi eKhethekileko yezeVikeleko nobuLungiswa mhlana zili-10 kuNtaka 2020).,July
Treaty between the Government of the Republic of South Africa and the Government of the United Mexican States on Extradition (Tabled on 5 March 2020) (NA: Referred to Portfolio Committee on Justice and Correctional Services on 9 March 2020 – reported on 29 May 202 0– approved on 17 June 2020) (NCOP: Referred to Select Committee on Security and Justice on 10 March 2020 – reported on 1 June 2020).,IsisVumelwano hlangana neRiphabhliki eyeSewula Afrika noRhulumende we-United Mexican States mayelna nokunikelala ngeembitjhwa (esathulwa mhlaka 5 kuNtaka 2020) (Indlu yesiBethamthetho seNarha: sadluliselwa eKomidini yezobuLungiswa nemiSebenzi yokuVuselelwa kweeMilomhlaka 9 kuNtaka 20202) (iNdlu yomKhandlu weNarha oNgamele iimFunda; sadluliselwa eKomidini eKhethekileko yezeVikeleko nobuLungiswa mhlana zili-10 kuNtaka2020),July
African Charter on Statistics (Tabled on 5 March 2020) (NA: Referred to Portfolio Committee on Public Service and Administration on 9 March 2020).,Itjhatha ye-Afrika emayelana neemBalobalo (eyathulwa mhlana zi-5 kuNtaka 2020) (iNdlu yesiBethemthetho seNarha: sadluliselwa eKomidini yemisebenzi karhulumende nokuLawula mhlana zili-9 kuNtaka 2020.,July
Treaty of Amity and Cooperation (TAC) in South East Asia (Tabled on 18 March 2020) (NA: Referred to Portfolio Committee on International Relations and Cooperation on 26 March 2020 – reported on 11 June 2020 – approved on 17 June 2020)(NCOP: Referred to Select Committee on Security and Justice on 29 June 2020).,IsiVumelwano sobuDlelwano oBuhle Phakathi kweeNarha nokuSebenza Ndawonye (TAC) e-Sewula yePumalanga yeAsia (Esathulwa mhlana amalanga ali-18 kuNtaka 2020) (iNdlu yesiBethamthetho seNarha: Isidlulisele eKomidini yesiBethamthetho seNarha yezebuDlelwano beeNtjhabatjhaba nokuSebenza Ndawonye mahlana amalanga ama-26 kuNtaka 2020).,July
