eng,nso,source
"Consideration of Report of Portfolio Committee on Cooperative Governance and Traditional Affairs on Petition from the residents of Alberton, calling on the Assembly to investigate public participation and legislative compliance in the proposed housing development in Alberton (submitted by Mr D Bergman, MP) (Announcement, Tablings and Committee Reports, 18 June 2020, p 166).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Pušotirišano le Merero ya Setšo ka Pethišene go tšwa baduding ba Alberton ba kgopela gore Ngwako o nyakišiše ka botšeakarolo bja setšhaba le tatelo ya molao go hlabolla ya kago yeo e šišintšwego ya mengwako kua Alberton (e rometšwe ke Mna D Bergman, MP) (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 18 June 2020, letl 166).",June
"Consideration of Report of Portfolio Committee on Cooperative Governance and Traditional Affairs on Petition relating to Glen Marais Sub-Station Fire Incident under City of Ekurhuleni (Announcement, Tablings and Committee Reports, 18 June 2020, p 163).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Pušotirišano le Merero ya Setšo ka Phethišene ya go amana le Tiragalo ya Mollo ya Seteišene se Sennyane sa Glen Marais ka Toropokgolo ya Ekurhuleni (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 18 June 2020, letl 163).",June
"Consideration of Report of Portfolio Committee on Cooperative Governance and Traditional Affairs on Petition from the residents of Ward 37, Alberton North, Ekurhuleni, calling on the Assembly to investigate the illegal occupation of stand 1/1224 number 42, Second Avenue, Alberton North (submitted by Mr D Bergman, MP) (Announcement, Tablings and Committee Reports, 18 June 2020, p 160).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Pušotirišano le Merero ya Setšo ka Pethišene ya go tšwa baduding ba Wate ya 37, go la Alberton North, Ekurhuleni, ba dira boipiletšo go Ngwako gore e nyakišiše ka go dulwa mo go sego molaong seteneng sa 1/1224 nomoro ya 42, Second Avenue, Alberton North (e rometšwe ke Mna D Bergman, LP) (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 18 June 2020, letl 160).",June
"Consideration of Report of Portfolio Committee on Cooperative Governance and Traditional Affairs on Petition pertaining to Service Delivery in Nemallpius Ext 22, under City of Tshwane (Announcement, Tablings and Committee Reports, 18 June 2020, p 157).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Pušotirišano le Merero ya Setšo ka Pethišene ya go amana le Kabo ya Ditirelo kua Nemallpius Ext 22, ka Toropokgolong ya Tshwane (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 18 June 2020, letl 157).",June
"Consideration of Report of Portfolio Committee on Basic Education on Petition from the residents of Dryharts village, calling on the Assembly to investigate the re-opening of the Molehabangwe Middle School (submitted by Mr I S Seitlholo, MP) (Announcements, Tablings and Committee Reports, 26 February 2020, p 38).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Thuto ya Motheo ya Phethišene go tšwa go badudi ba motseng wa Dryharts, ba kgopela Ngwako go dira dinyakišišo ka ga pulo-leswa ya Sekolo sa Magareng sa Molehabangwe, yeo e hlagišitšwego ke Mna I S Seitlholo, LP (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 26 Febereware 2020, letl 38).",June
FURTHER BUSINESS,TŠWETŠOPELE YA MORERO,June
ORDERS OF THE DAY:,TSHEPETŠO YA LETŠATŠI:,June
"Consideration of Report of Portfolio Committee on Police on unsolicited Petition on Re-enlistment of former Police forum members into Police Service (Mr M Qongqo) (Announcement, Tablings and Committee Reports, 26 June 2020, p 20).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Maphodisa ka ga  Phethišene yeo e unsolicited ka go ngwala Lenaneo gape la maloko a pele a foramo ya Maphodisa ka go Ditirelo tša maphodisa  (Mna M Qongqo) (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 26 June 2020, letl 20).",June
"Consideration of Report of Portfolio Committee on Police on Petition from the residents of Wattville, Benoni calling on the Assembly to address the escalation of crime, including gender-based violence and violence against children, and the need for a police station in their area (submitted by Ms H Ismail, MP) and Petition from the residents of Actonville, Benoni, calling on the Assembly to investigate the high crime rate and drugs, the provision of police kiosks and police vehicles in their area (submitted by Ms H Ismail, MP) (Announcement, Tablings and Committee Reports, 26 June 2020, p 15).","Phethišene go tšwa go badudi ba Wattville, go la Benoni ba dira boipiletšo go Kopano gore e rarolle bosenyi bjo bo gaketšego, go akaretšwa dikgaruru tša go amana le bong gammogo le dikgaruru kgahlanong le bana, le phethišene go tšwa go badudi ba Actonville, go la Benoni ba dira boipiletšo go Kopano gore o dire dinyakišišo ka  bosenyi bjo bo lego godimo le tšhomišo ya diokobatši, kabo ya mengwakwana yeo maphodisa a šomelago ka go yona le difatanaga tša maphodisa tikologong ya bona (e rometšwe ke Moh H Ismail, MP) – (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, letl 15).",June
"Consideration of Report of Portfolio Committee on Police on Petition of Mr Cornelius Basson (Announcement, Tablings and Committee Reports, 26 June 2020, p 10).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Maphodisa ka Phethišene ya Mna Cornelius Basson (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 26 June 2020, letl 10).",June
"Consideration of Report of Portfolio Committee on Police on Application for Firearm Amnesty declaration (Announcement, Tablings and Committee Reports, 26 June 2020, p 9).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Maphodisa ka go dira Kgopelo ya Tebalelo ya Boipolelo bja go ba le Sethunya (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 26 June 2020, p 9).",June
"Consideration of Report of Portfolio Committee on Police on Petition from the residents of Kempton Park, calling on the Assembly to investigate chronic inadequate visible policing and shortage of vehicles at the Kempton Park police station (submitted by Mr M Waters, MP) (Announcement, Tablings and Committee Reports, 26 June 2020, p 4).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Maphodisa ka Phethišene ya go tšwa baduding ba Kempton Park ba kgopela Kopano go nyakišiša ka palo ya tlase yeo e phelago e le bjalo ya ponagalo ya maphodisa le tlhaelelo ya difatanaga seteng sa maphodisa sa Kempton Park (e rometšwe ke Mna M Waters, MP) (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 26 June 2020, letl 4).",June
"Consideration of Report of Portfolio Committee on Trade and Industry on Departments of Trade and Industry and of Economic Development’s fourth quarter financial and non-financial performance for 2019/20 financial year (Announcement, Tablings and Committee Reports, 25 June 2020, p 5).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Kgwebo le Intasteri ka ga Phethagatšo ya ngwaga wa ditšhelete le tšeo e sego ditšhelete tša ngwaga wa ditšhelete wa 2019/20 tša kotara ya bone ya dikgoro tša Kgwebo le intasteri le ya Tlhabollo ya Ekonomi (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 25 June 2020, letl 5).",June
"Consideration of Report of Portfolio Committee on Trade and Industry on Oversight visit to Gauteng (Announcement, Tablings and Committee Reports, 23 June 2020, p 17).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Kgwebo le Intasteri ka Ketelo ya tekodišišo profenseng ya Gauteng (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 23 June 2020, letl 17).",June
"Consideration of Report of Portfolio Committee on Trade and Industry on Oversight visit to Western Cape (Announcement, Tablings and Committee Reports, 23 June 2020, p 4).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Kgwebo le Intasteri ka Ketelo ya tekodišišo profenseng ya Kapa Lebowa (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 23 June 2020, letl 4).",June
"Consideration of Report of Joint Standing Committee on Defence on Letters from the President on Employment of South African National Defence Force in Mozambique Channel, Democratic Republic of Congo, to Wuhan City in Hubei Province of People’s Republic of China, and in support of South African Police Service and other State Departments (Announcement, Tablings and Committee Reports, 19 June 2020, p 3).","Keleletšo ya Pego ya Komiti ya Sammaruri ya Mokopanelwa ya Sešole ka Mangwalo a go tšwa go Mopresidente a Thwalo ya Bahlabani ba Sešole sa Bosetšhaba sa Afrika Borwa kua Tšhaneleng ya Mozambique, Democratic Republic of Congo, go ya go Toropokgolo ya Wuhan kua Profenseng ya Hubei ka Rephabliking ya Batho ya China, le go thekga Ditirelo tša Sephodisa tša Afrika Borwa le Dikgoro tše dingwe tša Mmušo (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 19 June 2020, letl 3).",June
"Consideration of Report of Portfolio Committee on Employment and Labour on Second Quarterly Report regarding performance of Department of Employment and Labour and entities in meeting strategic objectives for 2019/20 (Announcement, Tablings and Committee Reports, 18 June 2020, p 120).","Keleletšo ya Pego ya Komiti ya Phothefolio ya tša Thwalo le Mešomo ka Pego ya Bobedi ya Kotara ka Kotara ya Bobedi mabapi le phethagatšo ya Kgoro ya tša Thwalo le Mešomo le dihlongwa go fihlelela maikemišetšo a maano a 2019/20 (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 18 June 2020, letl 120).",June
"Consideration of Report of Portfolio Committee on Employment and Labour on First Quarterly Report regarding performance of Department of Employment and Labour and entities in meeting strategic objectives for 2019/20 (Announcement, Tablings and Committee Reports, 18 June 2020, p 81).","Keleletšo ya Pego ya Komiti ya Phothefolio ya tša Thwalo le Mešomo ka Pego ya Mathomo ya Kotara ka Kotara ya mabapi le phethagatšo ya Kgoro ya tša Thwalo le Mešomo le dihlongwa go fihlelela maikemišetšo a maano a 2019/20 (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 18 June 2020, letl 81).",June
"Consideration of Report of Portfolio Committee on Employment and Labour on Third Quarterly Report regarding performance of Department of Employment and Labour and entities in meeting strategic objectives for 2018/19 (Announcement, Tablings and Committee Reports, 18 June 2020, p 12).","Keleletšo ya Pego ya Komiti ya Phothefolio ya tša Thwalo le Mešomo ka Pego ya Boraro ya Kotara ka Kotara ya mabapi le phethagatšo ya Kgoro ya tša Thwalo le Mešomo le dihlongwa go fihlelela maikemišetšo a maano a 2018/19 (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 18 June 2020, letl 12).",June
"Consideration of Report of Portfolio Committee on Employment and Labour on Oversight visit to Compensation Fund Head-Quarters (Announcement, Tablings and Committee Reports, 18 June 2020, p 3).","Keleletšo ya Pego ya Komiti ya Phothefolio ya tša Thwalo le Mešomo ka Ketelo ya Tekodišišo go Diofising-Kgolo tša Sekhwama sa Phumolameokgo (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 18 June 2020, letl 3).",June
"Consideration of Report of Portfolio Committee on Trade and Industry on Departments of Trade and Industry and of Economic Development’s Third Quarter Financial and Non-financial Performance for 2019/20 financial year (Announcement, Tablings and Committee Reports, 19 May 2020, p 3).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Kgwebo le Intasteri ka Phethagatšo ya Ditšhelete le wo e sego wa Ditšhelete wa Kotara ya Boraro wa ngwaga ditšhelete wa 2019/20 wa Kgoro ya Kgwebo le Intasteri le ya Tlhabollo ya Ekonomi (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 19 Mei 2020, letl 3).",June
"Consideration of Report of Portfolio Committee on International Relations and Cooperation on Oversight visit on pilot project for acquisition of office accommodation for South African Permanent Mission to United Nations and Consulate-General in New York, United States of America (Announcements, Tablings and Committee Reports, 16 March 2020, p 11).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Dikamano tša Boditšhabatšhaba le Tirišano ka Ketelo ya Tekodišišo go phorotšeke ya phaelote go rekela ofisi ya Boromiwa bja Sammaruri ya Ditšhaba tšeo di Kopanego le Mokhontshulara-Pharephare go la New York, kua United States of America (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 16 Matšhe 2020, letl 11).",June
"Decision of Question on Report of Portfolio Committee on Higher Education, Science and Technology on 2019/20 First Quarter financial and service delivery performance report of Department of Higher Education and Training (Announcements, Tablings and Committee Reports, 5 December 2019, p 64).","Sephetho sa Potšišo ya Pego ya Komiti ya Phothefolio ya Thuto ya Maemo a Godimo, tša Mahlale le Theknolotši ka pego ya phethagatšo ya 2019/20 wa ditšhelete tša Kotara ya Mathomo le kabo ya ditirelo ya Kgoro ya Thuto ya Maemo a Godimo le Tlhahlo (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 5 Disemere 2019, letl 64).",June
"Consideration of Report of Portfolio Committee Public Service and Administration on Second and Third quarter performance of 2019/20 financial year: Department Public Service and Administration, Entities and Public Service Commission (Announcements, Tablings and Committee Reports, 11 March 2020, p 30).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Ditirelo tša Setšhaba le Taolo ka ga Phethagatšo ya kotara ya Bobedi le ya Boraro ya ngwaga wa ditšhelete wa 2019/20: Kgoro ya Ditirelo tša Setšhaba le Taolo, Dihlongwa le Khomišene ya Ditirelo tša Setšhaba (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 11 Matšhe 2020, letl 30).",June
"Consideration of Report of Portfolio Committee Public Service and Administration on Second and Third quarter performance of 2019/20 financial year: Statistics South Africa (Announcements, Tablings and Committee Reports, 11 March 2020, p 23).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Ditirelo tša Setšhaba le Taolo ka ga phethagatšo ya Kotara ya Bobedi le ya Boraro ya ngwaga wa ditšhelete wa 2019/20: Dipalopalo tša Afrika Borwa (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 11 Matšhe 2020, letl 23).",June
"Consideration of Report of Portfolio Committee Public Service and Administration on Second and Third quarter performance of 2019/20 financial year: Department of Planning, Monitoring and Evaluation and Brand South Africa (Announcements, Tablings and Committee Reports, 11 March 2020, p 15).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Ditirelo tša Setšhaba le Taolo ka ga phethagatšo ya kotara ya Bobedi le ya Boraro ya ngwaga wa ditšhelete wa 2019/20: Kgoro ya Togamaano, Tlhokomedišišo le Tekodišišo le Brand South Africa (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 11 Matšhe 2020, letl 15).",June
"Consideration of Report of Portfolio Committee on Basic Education on oversight visit to Capricorn and Sekhukhune Education Districts, Limpopo Province (Announcements, Tablings and Committee Reports, 26 February 2020, p 6).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Thuto ya Motheo ka ga ketelo ya tekodišišo ya Dikarolo tša Thuto tša Capricorn le Sekhukhune, Profenseng ya Limpopo (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 26 Febereware 2020, letl 6).",June
"Consideration of Report of Portfolio Committee on Basic Education on Submission from the Griqua People’s Heritage on the lack of a Primary School (Announcements, Tablings and Committee Reports, 11 February 2020, p 5).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Thuto ya Motheo ka Tšhišinyo go tšwa go Batho ba Bohwa bja Griqua ka tlhokego ya Sekolo sa Phoraemari (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 11 Febereware 2020, letl 5).",June
"Consideration of Report of Joint Standing Committee on Financial Management of Parliament on Parliament of Republic of South Africa’s performance in first quarter of 2019/20 (Announcements, Tablings and Committee Reports, 9 December 2019, p 20).","Keleletšo ya Pego ya Komiti ya Sammaruri ya Mohlakanelwa ya Taolo ya Ditšhelete tša Palamente ka mošomo wa kotara ya mathomo ya 2019/20 wa Palamente ya Rephabliki ya Afrika (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 9 Disemere 2019, letl 20).",June
"Consideration of Report of Joint Standing Committee on Financial Management of Parliament on Parliament of Republic of South Africa’s 2018/19 Annual Report (Announcements, Tablings and Committee Reports, 9 December 2019, p 5).","Keleletšo ya Pego ya Komiti ya Sammaruri ya Mohlakanelwa ya Taolo ya Ditšhelete tša Palamente ka Pego ya Ngwaga ka Ngwaga ya 2018/19 ya Palamente ya Rephabliki ya Afrika Borwa (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 9 Disemere 2019, letl 5).",June
