eng,zul,source
"Convention establishing the Square Kilometre Array (SKA) Observatory (Tabled on 18 September 2019) (NA: Referred to Portfolio Committee on Higher Education, Science and Technology on 19 September 2019 – reported on 8 October 2019 – approved on 6 November 2019) (NCOP: Referred to Select Committee on Education and Technology, Sports, Arts and Culture on 19 November 2019 - reported on 19 February 2020).","Isivumelwano esasungula i-Square Kilometre Array (SKA) Observatory (Eyathulwamhlaziyi-18 kuMandulo wezi-2019) (ISishayamthetho Sikazwelonke: Eyaqondiswa eKomidini LesiShayamthetho sikaZwelonke elibhekele Ezemfundo Ephakeme, iSayensi kanye neZobuchwepheshe mhlazi-19 kuMandulo wezi-2019). (UMkhandlu kaZwelonke WeziFundazwe: Esidluliselwe eKomidini loMkhandlu Kazwelonke Wezifundazwe elibhekele Ezemfundo, Ezobuchwepheshe, Ezemidlalo, EzobuCiko, kanye NamaSiko mhlazi-19 kuLwezi wezi-2019 2019 – esabikwa mhlaziyi- 8 kuMfumfu wezi-2019 – esemukelwa mhlaziyi-6 kuLwezi wezi-2019) ((UMkhandlu kaZwelonke WeziFundazwe: Esidluliselwe eKomidini loMkhandlu Kazwelonke Wezifundazwe elibhekele Ezemfundo, Ezobuchwepheshe, Ezemidlalo, EzobuCiko, kanye NamaSiko mhlaziyi-19 kuLwezi wezi-2019 – esibikwe mhlaziyi-19 kuNhlolanja wezi-2020).",March
"Agreement between the Government of the Republic of South Africa and the International Centre for Genetic Engineering and Biotechnology (ICGEB) on the Establishment of an International Centre for Genetic Engineering and Biotechnology (ICGEB) Component in the Republic of South Africa (Tabled on 18 September 2019) (NA: Referred to Portfolio Committee on Higher Education, Science and Technology on 19 September 2019 - reported on 5 December 2019) (NCOP: Referred to Select Committee on Education and Technology, Sports, Arts and Culture on 19 November 2019).","Isivumelwano phakathi kukahulumeni weRiphabhuliki yaseNingizimu Afrika nesikhungo saMazwe Omhlaba esaziwa ngokuthi yi-International Centre for Genetic Engineering and Biotechnology (ICGEB) ngokuSungulwa kwengxenye yesikhungo esaziwa ngokuthi i-International Centre for Genetic Engineering and Biotechnology (ICGEB) eRiphabhuliki yaseNingizimu Afrika  (ISishayamthetho Sikazwelonke: Esindlalelwa iPhalamende mhlaziyi-18 kuMandulo wezi-2019) (UMkhandlu kaZwelonke WeziFundazwe: Esaqondiswa eKomidini loMkhandlu Kazwelonke Wezifundazwe elibhekele Ezemfundo, Ezobuchwepheshe, Ezemidlalo, EzobuCiko, kanye NamaSiko mhlazi-19 kuMandulo-2019 esabikwa mhlazi-5 kuZibandlela wezi-2019) (UMkandlu kaZwelonke Wezifundazwe: Esidluliselwe eKomidini loMkhandlu Kazwelonke Wezifundazwe elibhekele Ezemfundo, Ezobuchwepheshe, Ezemidlalo, EzobuCiko, kanye NamaSiko mhlaziyi-19 kuLwezi wezi-2019).",March
"Ratification of the Agreement between the Government of the Republic of India, the Government of the Federative Republic of Brazil and the Government of the Republic of South Africa on the IBSA Fund for the Alleviation of Poverty and Hunger (signed 17 October 2017) (Tabled on 18 October 2019) (NA: Referred to Portfolio Committee on International Relations and Cooperation on 22 October 2019) (NCOP: Referred to Select Committee on Security and Justice on 24 October 2019).","Ukuqiniswa kwesivumelwano phakathi kukahulumeni weRiphabhuliki yaseNdiya, uhulumeni Wobufederali weRiphabhuliki yaseBrazil kanye noHulumeni weRiphabhuliki yaseNingizimu Afrika mayelana neSikhwama se-IBSA Sokwehlisa izinga lobumpofu kanye Nendlala (Esasayindwa mhlazi-17 kuMfumfu wezi-2017) (Esethulwe mhlazi-18 kuMfumfu wezi-2019) (ISishayamthetho Sikazwelonke: Okuthunyelwe eKomidini elibhekele Ezobudlelwano Bamazwe Omhlaba Nokubambisana mhlazinga-22 kuMfumfu wezi-2019). (UMkhandlu kaZwelonke WeziFundazwe: Esaqondiswa eKomidini loMkhandlu Kazwelonke Wezifundazwe elibhekele Ezokuphepha kanye neZobulungiswa mhlazingama-24 kuMfumfu wezi-2019).",March
Treaty between the Government of the Republic of South Africa and the Government of the Republic of Bangladesh on Extradition (Tabled on 14 November 2019) (NA: Referred to Portfolio Committee on Justice and Correctional Services on 18 November 2019 – reported on 3 March 2020) (NCOP: Referred to Select Committee on Security and Justice on 30 January 2020).,"Isivumelwano phakathi kukaHulumeni weRiphabhuliki yaseNingizimu Afrika kanye noHulumeni weRiphabhuliki yaseBangladesh mayelana nokuThunyelwa kwabantu abenze  amacala (Esendlalwe mhlazi-14 kuLwezi wezi-2019) (NA: Esithunyelwe eKomidini LeSishayamthetho sikaZwelonke elibhekele Ezobulungiswa kanye Nemisebenzi Yezokuhlunyeleliswa Kwezimilo mhlazi-18 kuLwezi wezi-2019 kwabikwa ngayo mhla zi-3 kuNdasa, wezi-2020) (UMkhandlu kaZwelonke WeziFundazwe: Esaqondiswa eKomidini loMkhandlu Kazwelonke Wezifundazwe elibhekele Ezokuphepha kanye neZobulungiswa mhlazingama-30 kuMasingana wezi-2020).",March
Treaty between the Government of the Republic of South Africa and the Government of the Republic of Bangladesh on Mutual Legal Assistance in Criminal Matters (Tabled on 14 November 2019) (NA: Referred to Portfolio Committee on Justice and Correctional Services on 18 November 2019 – reported on 3 March 2020) (NCOP: Referred to Select Committee on Security and Justice on 30 January 2020).,"Isivumelwano phakathi kukaHulumeni weRiphabhuliki yaseNingizimu Afrika kanye noHulumeni weRiphabhuliki yaseBangladesh mayelana Nokusizana Kwezomthetho Ezindabeni Zamacala Obugebengu (Esendlalwe mhlazi-14 kuLwezi wezi-2019) (Esithunyelwe eKomidini LeSishayamthetho sikaZwelonke elibhekele Ezobulungiswa kanye Nemisebenzi Yezokuhlunyeleliswa Kwezimilo mhlazi-18 kuLwezi wezi-2019 kwabikwa ngayo mhla zi-3 kuNdasa, wezi-2020) (UMkhandlu kaZwelonke WeziFundazwe: Esaqondiswa eKomidini loMkhandlu Kazwelonke Wezifundazwe elibhekele Ezokuphepha kanye neZobulungiswa mhlazingama-30 kuMasingana wezi-2020).",March
Agreement between the Government of the Republic of South Africa and the European Atomic Energy Community (EURATOM) for Co-operation in the Peaceful Uses of Nuclear Energy (Tabled on 14 November 2019) (NA: Referred to Portfolio Committee on Mineral Resources and Energy on 18 November 2019).,Isivumelwano phakathi kukaHulumeni weRiphabhuliki yaseNingizimu Afrika kanye nenhlangano eyaziwa ngegama elithi i-European Atomic Energy Community (i-EURATOM) soKubambisana Ekusetshenzisweni Ngokuthula Kwamandla eNunzi (Esendlalwe mhlaziyi-14 kuLwezi wezi-2019) (Esidluliselwe eKomidini LeSishayamthetho sikaZwelonke elibhekele Ezezimbiwa Nezamandla mhlaziyi-18 kuLwezi wezi-2019).,March
QUESTIONS:,IMIBUZO:,May
Cluster 2: Social Services and Cluster 3: Governance.,IQoqo LweMinyango 2: Imisebenzi YezeNhlalakkahle kanye neQoqo LweMinyango 3: Ezokubusa.,May
FURTHER BUSINESS,OKUNYE OKUSAZODINGIDWA,May
ORDERS OF THE DAY:,IZINHLELO ZOSUKU:,May
"Consideration of Report of Portfolio Committee on Trade and Industry on Departments of Trade and Industry and of Economic Development’s Third Quarter Financial and Non-financial Performance for 2019/20 financial year (Announcement, Tablings and Committee Reports, 19 May 2020, p 3).","Ukucutshungulwa KoMbiko WeKomidi LesiShayamthetho elibhekele EzoHwebo NeziMboni mayelana nokusebenza Kwezezimali kanye Nokungasebenzi kwezinto Ezingaphathelene nezezimali Kunyangatathu YesiThathu Yezimali zoMnyango WezoHwebo NeziMboni kanye Nokuthuthukiswa Komnotho onyakeni wezimali wezi-2019/20 (Izimemezelo, uKwethulwa kwemithetho kanye nemiBiko yeKomidi, yamhla ziyi-19 kuNhlaba wezi-2020, ikh 3).",May
"Consideration of Recommendation of candidates to fill five vacancies on Council of Independent Communications Authority of South Africa (Icasa) (Report of Portfolio Committee on Communications, see Announcement, Tablings and Committee Reports, 13 May 2020, p 1).","Ukucutshungulwa Kwesincomo sabazogcwalisa izikhala ezinhlanu ezivuleke ku-Council of Independent Communications Authority of South Africa (Icasa) (Izimemezelo, uKwethulwa kwemithetho kanye nemiBiko yeKomidi, yamhla ziyi-13 kuNhlaba wezi-2020, ikh 1).",May
"Consideration of Report of Portfolio Committee on Social Development on Social Assistance Amendment Bill [B 8 – 2018] (National Assembly – sec 76) (Announcements, Tablings and Committee Reports, 19 March 2020, p 10).","Ukucutshungulwa KoMbiko WeKomidi LesiShayamthetho elimayelana neSichibiyelo soMthethosivivinywa Wezokwelekelelwa Komphakathi   [B 8 – 2018] (iSishayamthetho Sikazwelonke – isigaba 76) (Izimemezelo, uKwethulwa kwemithetho kanye nemiBiko yeKomidi, yamhla ziyi-19kuNdasa wezi-2020, ikh 10).",May
Second Reading debate – Social Assistance Amendment Bill [B 8B – 2018] (National Assembly – sec 76) – (Minister of Social Development).,Ukufundwa Kwesibili kwenkulumompikiswano – neSichibiyelo soMthethosivivinywa Wezokwelekelelwa Komphakathi   [B 8B – 2018] (iSishayamthetho Sikazwelonke – isigaba 76) – (uNgqongqoshe Wezokuthuthukiswa Komphakathi).,May
"Consideration of Report of Portfolio Committee on International Relations and Cooperation on Oversight visit on pilot project for acquisition of office accommodation for South African Permanent Mission to United Nations and Consulate-General in New York, United States of America (Announcements, Tablings and Committee Reports, 16 March 2020, p 11).","Ukucutshungwa koMbiko weKomidi elibhekele EzobuDlelwane NamaZwe OmHlaba kanye NokuBambisana mayelana Nohambo Lokuyohlola umsebenzi wokuthola impahla yehhovisi labajutshwa baseNingizimu Afrika abazinze ngokugcwele esizindeni sase-New York eMelika (Izimemezelo, uKwethulwa kwemithetho kanye nemiBiko yeKomidi, yamhla zi-16 kuNdasa wezi-2020, ikh 11).",May
"Consideration of Report of Portfolio Committee on Justice and Correctional Services on Prescription in Civil and Criminal Matters (Sexual Offences) Amendment Bill [B 22 - 2019] (Announcements, Tablings and Committee Reports, 11 March 2020, p 11).","Ukucutshungulwa koMbiko weKomidi LesiShayamthetho elibhekele EzoBulungiswa Nemisebenzi YezokuHlunyeleliswa Kwezimilo mayelana NeSichiyelo SoMthethosivivinywa Wokuphelelwa Isikhathi Kwezindaba Zombango kanye Namacala Obugebengu (Amacala Ezocansi) [B 22 - 2019] (Izimemezelo, uKwethulwa kwemithetho kanye nemiBiko yeKomidi, yamhla zi-11 kuNdasa wezi-2020).",May
Second Reading – Prescription in Civil and Criminal Matters (Sexual Offences) Amendment Bill [B 22B - 2019] (National Assembly – sec 75) - (Minister of Justice and Correctional Services).,Ukufundwa Kwesibili– iSichiyelo SoMthethosivivinywa Wokuphelelwa Isikhathi Kwezindaba Zombango kanye Namacala Obugebengu (Amacala Ezocansi) [B 22B - 2019] (iSishayamthetho SikaZwelonke – isig. 75) - (uNgqongqoshe WezoBulungiswa Nemisebenzi YezokuHlunyeleliswa Kwezimilo).,May
"Consideration of Report of Portfolio Committee on Justice and Correctional Services on Recognition of Customary Marriages Amendment Bill [B 12  2019] (Announcements, Tablings and Committee Reports, 11 March 2020, p 8).","Ukucutshungulwa koMbiko weKomidi LesiShayamthetho elibhekele EzoBulungiswa Nemisebenzi YezokuHlunyeleliswa Kwezimilo mayelana neSichibiyelo SoMthethosivivinywa Owamukela Imishado Yesintu [B 12  2019] (Izimemezelo, uKwethulwa kwemithetho kanye nemiBiko yeKomidi, yamhla zi-11 kuNdasa wezi-2020, ikh-8).",May
Second Reading – Recognition of Customary Marriages Amendment Bill [B 12  2019] (National Assembly – sec 76) – (Minister of Justice and Correctional Services).,Ukufundwa Kwesibili kwenkulumompikiswano – iSichibiyelo SoMthethosivivinywa Owamukela Imishado Yesintu [B 12  2019] iSishayamthetho SikaZwelonke – isig. 76) – (uNgqongqoshe WezoBulungiswa Nemisebenzi YezokuHlunyeleliswa Kwezimilo).,May
"Decision of Question on Report of Portfolio Committee on Higher Education, Science and Technology on 2019/20 First Quarter financial and service delivery performance report of Department of Higher Education and Training (Announcements, Tablings and Committee Reports, 5 December 2019, p 64).","Isinqumo mayelana noMbuzo mayelana noMbiko weKomiti LesiShayamthetho elibhekele Ezemfundo Ephakeme, iSayensi kanye Nezobuchwepheshe omayelana nokusebenza Kwesikhwama Sikazwelonke Sokubhekelela Ukuqeqeshelwa Amakhono kanye Nezikhungo Zokuqeqesha wezi-2019/20. (Izimemezelo, uKwethulwa kwemithetho kanye nemiBiko yeKomidi, yamhla ziyi-5 kuZibandlela wezi-2019, ikh 64).",May
"Consideration of Report of Portfolio Committee Public Service and Administration on Second and Third quarter performance of 2019/20 financial year: Department Public Service and Administration, Entities and Public Service Commission (Announcements, Tablings and Committee Reports, 11 March 2020, p 30).","Ukucutshungulwa koMbiko weKomidi LesiShayamthetho elibhekele Ezemisebenzi Kahulumeni Nokuphathwa Kwayo mayelana Nokusebenza koMnyango Wezemisebenzi Kahulumeni Nokuphathwa Kwayo, Izinkampani Ezisebenza Ngaphansi Kwawo kanye neKhomishana Yezemisebenzi Kahulumeni kuNyangantathu Wesibili kanye NoweSithathu kunyaka wezimali we-2019/20 (Izimemezelo, uKwethulwa kwemithetho kanye nemiBiko yeKomidi, yamhla zi-11 kuNdasa wezi-2020, ikh 30).",May
"Consideration of Report of Portfolio Committee Public Service and Administration on Second and Third quarter performance of 2019/20 financial year: Statistics South Africa (Announcements, Tablings and Committee Reports, 11 March 2020, p 23).","Ukucutshungulwa koMbiko weKomidi LesiShayamthetho elibhekele Ezemisebenzi Kahulumeni Nokuphathwa Kwayo mayelana Nokusebenza kweSikhungo Sezibalo SaseNingizimu Afrika kuNyangantathu Wesibili kanye NoweSithathu kunyaka wezimali we-2019/20 (Izimemezelo, uKwethulwa kwemithetho kanye nemiBiko yeKomidi, yamhla zi-11 kuNdasa wezi-2020, ikh 23).",May
"Consideration of Report of Portfolio Committee Public Service and Administration on Second and Third quarter performance of 2019/20 financial year: Department of Planning, Monitoring and Evaluation and Brand South Africa (Announcements, Tablings and Committee Reports, 11 March 2020, p 15).","Ukucutshungulwa koMbiko weKomiti LesiShayamthetho elibhekele Ezemisebenzi Kahulumeni Nokuphathwa Kwayo mayelana Nokusebenza koMnyango Wezokuhlela Ukukubheka Ukusebenza kanye Nokuhlola kanye neSikhungo i-Brand South Africa kuNyangantathu Wesibili kanye NoweSithathu kunyaka wezimali we-2019/20 (Izimemezelo, uKwethulwa kwemithetho kanye nemiBiko yeKomidi, yamhla zi-11 kuNdasa wezi-2020, ikh 15).",May
"Consideration of Report of Portfolio Committee on Basic Education on Petition from the residents of Dryharts village, calling on the Assembly to investigate the re-opening of the Molehabangwe Middle School, submitted by Mr I S Seitlholo, MP (Announcements, Tablings and Committee Reports, 26 February 2020, p 38).","Ukucutshungulwa KoMbiko WeKomidi LesiShayamthetho   elibhekele Ezemfundo Yamabanga Aphansi omayelana Nohlu Lwezikhalazo lwezakhamuzi zasegodini iDryharts, zicela iSishayamthetho ukuthi siphenye ukuvulwa kabusha kwesikole iMolehabangwe Middle School, oluthulwe nguMnu I S Seitlholo, iLungu lePhalamende (Izimemezelo, uKwethulwa kwemithetho noMbiko weKomidi, wamhlazi-26 kuNhlolanja wezi-2020, ikh. 38).",May
"Consideration of Report of Portfolio Committee on Basic Education on oversight visit to Capricorn and Sekhukhune Education Districts, Limpopo Province (Announcements, Tablings and Committee Reports, 26 February 2020, p 6).","Ukucutshungulwa KoMbiko WeKomidi LesiShayamthetho   elibhekele Ezemfundo Yamabanga Aphansi omayelana nohambo lokuyohlola eZiyingini Zezemfundo i-Capricorn kanye neSekhukhune, eSifundazweni iLimpopo (Izimemezelo, uKwethulwa kwemithetho noMbiko weKomidi, wamhlazi-26 kuNhlolanja wezi-2020, ikh. 6).",May
"Consideration of Report of Portfolio Committee on Basic Education on Submission from the Griqua People’s Heritage on the lack of a Primary School (Announcements, Tablings and Committee Reports, 11 February 2020, p 5).","Ukucutshungulwa KoMbiko WeKomidi LesiShayamthetho   elibhekele Ezemfundo Yamabanga Aphansi omayelana nokusweleka Kwesikole Samabanga Aphansi e-Griqua People’s Heritage (Izimemezelo, uKwethulwa kwemithetho kanye nemiBiko yeKomidi, yamhla ziyi- 11 kuNhlolanja wezi- 2020, ikh 5).",May
"Consideration of Report of Joint Standing Committee on Financial Management of Parliament on Parliament of Republic of South Africa’s performance in first quarter of 2019/20 (Announcements, Tablings and Committee Reports, 9 December 2019, p 20).","Ukucutshungulwa koMbiko weKomidi LesiShayamthetho elingaguquki futhi elihlangane elibhekele ezeziMali zePhalamende yaseNingizimu Afrika yonyaka wezi-2019/20 wekota yokuqala (Izimemezelo, uKwethulwa kwemithetho kanye nemiBiko yeKomidi, yamhla ziyi- 9 kuZibandlela wezi- 2019, ikh 20).",May
"Consideration of Report of Joint Standing Committee on Financial Management of Parliament on Parliament of Republic of South Africa’s 2018/19 Annual Report (Announcements, Tablings and Committee Reports, 9 December 2019, p 5).","Ukucutshungulwa koMbiko weKomiti Elingaguquki LeziNdlu Zombili elibhekele ezeziMali zePhalamende yaseNingizimu Afrika mayela Nombiko Waminyaka Yonke wezi-2018/19 (Izimemezelo, uKwethulwa kwemithetho kanye nemiBiko yeKomidi, yamhla ziyi- 9 kuZibandlela wezi- 2019, ikh. 5).",May
"Consideration of Report of Portfolio Committee on Higher Education, Science and Technology on 2018/19 Annual Reports of National Skills Fund and Sector Education and Training Authorities (Announcements, Tablings and Committee Reports, 5 December 2019, p 24).","Ukucutshungulwa KoMbiko WeKomidi LesiShayamthetho elibhekele Ezemfundo Ephakeme, iSayensi kanye Nezobuchwepheshe omayelana nokusebenza Kwesikhwama Sikazwelonke Sokubhekelela Ukuqeqeshelwa Amakhono kanye Nezikhungo Zokuqeqesha wezi-2018/19. (Izimemezelo, uKwethulwa kwemithetho kanye nemiBiko yeKomidi, yamhla ziyi-5 kuZibandlela wezi-2019, ikh 24).",May
"Consideration of Report of Portfolio Committee on Trade and Industry on Departments of Trade and Industry and of Economic Development’s Second Quarter Financial and Non-financial Performance for 2019/20 financial year (Announcements, Tablings and Committee Reports, 5 December 2019, p 4).","Ukucutshungulwa KoMbiko WeKomidi LesiShayamthetho elibhekele EzoHwebo NeziMboni mayelana nokusebenza Kwezezimali kanye Nokungasebenzi kwezinto Ezingaphathelene nezezimali Kunyangatathu YesiThathu Yezimali zoMnyango WezoHwebo NeziMboni kanye Nokuthuthukiswa Komnotho onyakeni wezimali wezi-2019/20 (Izimemezelo, uKwethulwa kwemithetho kanye nemiBiko yeKomidi, yamhla ziyi-5 kuZibandlela wezi-2019, ikh 4).",May
"Consideration of Report of Standing Committee on Auditor-General on Integrated Annual Report of Auditor-General for financial year 2018/19 (Announcements, Tablings and Committee Reports, 4 December 2019, p 3).","Ukucutshungulwa KoMbiko WeKomidi LesiShayamthetho elibhekele ukusebenza kweHhovisi loMcwaningi-Mabhuku Jikelele omayelana nokusebenza kwaleli Hhovisi onyakeni wezimali wezi-2018/19 (Izimemezelo, uKwethulwa kwemithetho kanye nemiBiko yeKomidi, yamhla ziyi-4 kuZibandlela wezi-2019, ikh 3).",May
